"ERNv","HostSpecies","VirusType","PathogenSpecies","Virus","HostStageInfected","HostTissueInfected","FieldOrLab","Country","IntermediateHost","CreationDate","ModificationDate","ProvinceA","PathogenValue","Group","HostTaxID","HostGenus","HostFamily","HostOrder","HostClass","PathTaxID","PathGenus","PathFamily","PathOrder","PathClass","PathKingdom"
1510,"Aedes atropalpus","DNA virus","Baculoviridae","Aedes sollicitans NPV","Larva","","Lab","USA","",1996-01-30,1999-02-12,"","","Virus",28624,"Aedes","Culicidae","Diptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1511,"Peridroma saucia","RNA virus","Reoviridae","CPV","Larva","midgut","Field","USA","",1996-01-30,1999-02-12,"","","Virus",244290,"Peridroma","Noctuidae","Lepidoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
1512,"Aedes cantator","RNA virus","Reoviridae","CPV","Larva","cardia, gastric ceca, posterior portion of midgut","Field","USA","",1996-01-31,1999-02-12,"","","Virus",329102,"Ochlerotatus","Culicidae","Diptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
1513,"Amyelois transitella","DNA virus","Baculoviridae","nonoccluded baculovirus","Larva","hemocytes","Field","USA","",1996-01-31,1999-02-12,"","","Virus",680683,"Amyelois","Pyralidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1514,"Trichoplusia ni","RNA virus","Reoviridae","Trichoplusia RNA virus","Larva","","Lab","USA","",1996-01-31,1999-02-12,"","","Virus",7111,"Trichoplusia","Noctuidae","Lepidoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
1515,"Spodoptera exigua","DNA virus","Baculoviridae","Spodoptera exigua NPV  (SeMNPV)","Larva","","Field","Holland","",1996-01-31,1999-02-12,"","","Virus",7107,"Spodoptera","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1516,"Calliteara pudibunda","","","Nudaurelia-B-like virus","Larva","","Field","United Kingdom","",1996-01-31,1999-02-12,"","","Virus",875926,"Calliteara","Erebidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
1517,"Dermolepida albo-hirtum","DNA virus","Parvoviridae","EPV Subgroup A ","Larva","Fat body","Field","","",1996-01-31,2000-02-03,"","","Virus",NA,NA,NA,NA,NA,10780,NA,"Parvoviridae","Piccovirales","Quintoviricetes","Shotokuvirae"
1518,"Figulus sublaevis","DNA virus","Parvoviridae","EPV Subgroup A ","Larva","Fat body, hypodermis","Field","","",1996-01-31,1999-02-12,"","","Virus",NA,NA,NA,NA,NA,10780,NA,"Parvoviridae","Piccovirales","Quintoviricetes","Shotokuvirae"
1519,"Othnonius batesi","DNA virus","Parvoviridae","EPV Subgroup A ","Larva","Fat body, hypodermis","Field","","",1996-01-31,1999-02-12,"","","Virus",NA,NA,NA,NA,NA,10780,NA,"Parvoviridae","Piccovirales","Quintoviricetes","Shotokuvirae"
1520,"Rhopaea verreauxi","DNA virus","Parvoviridae","EPV Subgroup A ","Larva","Fat body","Field","","",1996-01-31,1999-02-12,"","","Virus",NA,NA,NA,NA,NA,10780,NA,"Parvoviridae","Piccovirales","Quintoviricetes","Shotokuvirae"
1521,"Arphia conspersa","DNA virus","Parvoviridae","EPV Subgroup B","Larva","Fat body","Field","","",1996-01-31,1999-02-12,"","","Virus",37247,"Arphia","Acrididae","Orthoptera","Insecta",10780,NA,"Parvoviridae","Piccovirales","Quintoviricetes","Shotokuvirae"
1522,"Euxoa auxiliaris","DNA virus","Poxviridae","EPV (Subgroup B) ","Larva","Fat body, hemocytes","Field","","",1996-01-31,1999-02-12,"","","Virus",320027,"Euxoa","Noctuidae","Lepidoptera","Insecta",10240,NA,"Poxviridae","Chitovirales","Pokkesviricetes","Bamfordvirae"
1523,"Helicoverpa sp.","DNA virus","Poxviridae","EPV Subgroup B","Larva","Fat body","Field","","",1996-01-31,1999-02-12,"","","Virus",7112,"Helicoverpa","Noctuidae","Lepidoptera","Insecta",10240,NA,"Poxviridae","Chitovirales","Pokkesviricetes","Bamfordvirae"
1524,"Oreopsyche angustella","DNA virus","Poxviridae","EPV Subgroup B","Larva","Fat body","Field","","",1996-02-02,1999-02-12,"","","Virus",NA,NA,NA,NA,NA,10240,NA,"Poxviridae","Chitovirales","Pokkesviricetes","Bamfordvirae"
1525,"Phoetaliotes nebrascensis","DNA virus","Poxviridae","EPV Subgroup B","Larva","Fat body","Field","","",1996-02-02,1999-02-12,"","","Virus",156590,"Phoetaliotes","Acrididae","Orthoptera","Insecta",10240,NA,"Poxviridae","Chitovirales","Pokkesviricetes","Bamfordvirae"
1526,"Aedes aegypti","DNA virus","Poxviridae","EPV Subgroup C","Larva","","Field","","",1996-02-02,1999-02-12,"","","Virus",7159,"Aedes","Culicidae","Diptera","Insecta",10240,NA,"Poxviridae","Chitovirales","Pokkesviricetes","Bamfordvirae"
1527,"Camptochironomus tentans","DNA virus","Poxviridae","EPV Subgroup C","Larva","Fat body","Field","","",1996-02-02,2000-12-28,"","","Virus",NA,NA,NA,NA,NA,10240,NA,"Poxviridae","Chitovirales","Pokkesviricetes","Bamfordvirae"
1528,"Chironomus attenuatus","DNA virus","Poxviridae","EPV Subgroup C","Larva","Hemocytes","Field","","",1996-02-02,1999-02-12,"","","Virus",NA,NA,NA,NA,NA,10240,NA,"Poxviridae","Chitovirales","Pokkesviricetes","Bamfordvirae"
1529,"Chironomus decorus","DNA virus","Poxviridae","EPV Subgroup C","Larva","Hemocytes","Field","","",1996-02-02,1999-02-12,"","","Virus",NA,NA,NA,NA,NA,10240,NA,"Poxviridae","Chitovirales","Pokkesviricetes","Bamfordvirae"
1530,"Chironomus luridus","DNA virus","Poxviridae","EPV Subgroup C","Larva","Polytropic","Field","","",1996-02-02,1999-02-12,"","","Virus",27468,"Chironomus","Chironomidae","Diptera","Insecta",10240,NA,"Poxviridae","Chitovirales","Pokkesviricetes","Bamfordvirae"
1531,"Chironomus salinarius","DNA virus","Poxviridae","EPV Subgroup C","Larva","Hemocytes, fat body","Field","","",1996-02-02,1999-02-12,"","","Virus",1165749,"Chironomus","Chironomidae","Diptera","Insecta",10240,NA,"Poxviridae","Chitovirales","Pokkesviricetes","Bamfordvirae"
1532,"Goeldichironomus holoprasinus","DNA virus","Poxviridae","EPV Subgroup C","Larva","Hemocytes","Field","","",1996-02-02,1999-02-12,"","","Virus",NA,NA,NA,NA,NA,10240,NA,"Poxviridae","Chitovirales","Pokkesviricetes","Bamfordvirae"
1533,"Bombus impatiens","DNA virus","Poxviridae","EPV Subgroup D","Larva","Salivary glands, hypodermis","Field","","",1996-02-02,1999-02-12,"","","Virus",132113,"Bombus","Apidae","Hymenoptera","Insecta",10240,NA,"Poxviridae","Chitovirales","Pokkesviricetes","Bamfordvirae"
1534,"Discestra trifolii","DNA virus","Ascoviridae","AV","Larva","","Field","USA","",1996-02-02,1999-02-12,"","","Virus",987454,"Anarta","Noctuidae","Lepidoptera","Insecta",43682,NA,"Ascoviridae","Pimascovirales","Megaviricetes","Bamfordvirae"
1535,"Helicoverpa zea","DNA virus","Ascoviridae","AV","Larva","Epidermis, tracheal matrix","Field","USA","",1996-02-02,1999-02-12,"","","Virus",7113,"Helicoverpa","Noctuidae","Lepidoptera","Insecta",43682,NA,"Ascoviridae","Pimascovirales","Megaviricetes","Bamfordvirae"
1536,"Trichoplusia ni","DNA virus","Ascoviridae","AV","Larva","Polytropic","Field","USA","",1996-02-02,1999-02-12,"","","Virus",7111,"Trichoplusia","Noctuidae","Lepidoptera","Insecta",43682,NA,"Ascoviridae","Pimascovirales","Megaviricetes","Bamfordvirae"
1537,"Spodoptera frugiperda","DNA virus","Ascoviridae","AV","Larva","Fat body","Field","USA","",1996-02-02,1999-02-12,"","","Virus",7108,"Spodoptera","Noctuidae","Lepidoptera","Insecta",43682,NA,"Ascoviridae","Pimascovirales","Megaviricetes","Bamfordvirae"
1538,"Autographa precationis","DNA virus","Ascoviridae","AV","Larva","","Field","USA","",1996-02-02,1999-02-12,"","","Virus",319802,"Autographa","Noctuidae","Lepidoptera","Insecta",43682,NA,"Ascoviridae","Pimascovirales","Megaviricetes","Bamfordvirae"
1539,"Heliothis virescens","DNA virus","Ascoviridae","AV","Larva","","Field","USA","",1996-02-02,1999-02-12,"","","Virus",7102,"Heliothis","Noctuidae","Lepidoptera","Insecta",43682,NA,"Ascoviridae","Pimascovirales","Megaviricetes","Bamfordvirae"
1540,"Agrotis ipsilon","DNA virus","Baculoviridae","Agrotis segetum GV","Larva","","Lab","","",1996-02-05,1999-02-12,"","","Virus",56364,"Agrotis","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1108,"Culex tritaeniorhynchus","RNA virus","Nodaviridae","Culex tritaeniorhyncus Nodamura virus","","","","Japan","",1996-02-05,1999-02-12,"","","Virus",7178,"Culex","Culicidae","Diptera","Insecta",12283,NA,"Nodaviridae","Nodamuvirales","Magsaviricetes","Orthornavirae"
1109,"Culex tarsalis","RNA virus","Nodaviridae","Culex tritaeniorhyncus Nodamura virus","","","Field","","",1996-02-05,1999-02-12,"","","Virus",7177,"Culex","Culicidae","Diptera","Insecta",12283,NA,"Nodaviridae","Nodamuvirales","Magsaviricetes","Orthornavirae"
1110,"Aedes aegypti","RNA virus","Nodaviridae","Culex tritaeniorhyncus Nodamura virus","","","Lab","","",1996-02-05,1999-02-12,"","","Virus",7159,"Aedes","Culicidae","Diptera","Insecta",12283,NA,"Nodaviridae","Nodamuvirales","Magsaviricetes","Orthornavirae"
1111,"Aedes albopictus","RNA virus","Nodaviridae","Culex tritaeniorhyncus Nodamura virus","","","Lab","","",1996-02-05,1999-02-12,"","","Virus",7160,"Aedes","Culicidae","Diptera","Insecta",12283,NA,"Nodaviridae","Nodamuvirales","Magsaviricetes","Orthornavirae"
1112,"Toxorhynchites amboinensis","RNA virus","Nodaviridae","Culex tritaeniorhyncus Nodamura virus","","","Lab","","",1996-02-05,1999-02-12,"","","Virus",46208,"Toxorhynchites","Culicidae","Diptera","Insecta",12283,NA,"Nodaviridae","Nodamuvirales","Magsaviricetes","Orthornavirae"
1113,"Apis mellifera","RNA virus","Nodaviridae","Culex tritaeniorhyncus Nodamura virus","","","Lab","","",1996-02-05,1999-02-12,"","","Virus",7460,"Apis","Apidae","Hymenoptera","Insecta",12283,NA,"Nodaviridae","Nodamuvirales","Magsaviricetes","Orthornavirae"
1114,"Plodia interpunctella ","RNA virus","Nodaviridae","Culex tritaeniorhyncus Nodamura virus","","","Lab","","",1996-02-05,1999-02-12,"","","Virus",58824,"Plodia","Pyralidae","Lepidoptera","Insecta",12283,NA,"Nodaviridae","Nodamuvirales","Magsaviricetes","Orthornavirae"
1115,"Attagenus piceus","RNA virus","Nodaviridae","Culex tritaeniorhyncus Nodamura virus","","","Lab","","",1996-02-05,1999-02-12,"","","Virus",NA,NA,NA,NA,NA,12283,NA,"Nodaviridae","Nodamuvirales","Magsaviricetes","Orthornavirae"
1116,"Galleria mellonella","RNA virus","Nodaviridae","Culex tritaeniorhyncus Nodamura virus","","","Lab","","",1996-02-05,1999-02-12,"","","Virus",7137,"Galleria","Pyralidae","Lepidoptera","Insecta",12283,NA,"Nodaviridae","Nodamuvirales","Magsaviricetes","Orthornavirae"
1117,"Heteronychus arator","RNA virus","Nodaviridae","Heteronchus arator Black beetle virus ","","","","","",1996-02-05,1999-02-12,"","","Virus",295550,"Heteronychus","Scarabaeidae","Coleoptera","Insecta",12283,NA,"Nodaviridae","Nodamuvirales","Magsaviricetes","Orthornavirae"
1118,"Aphodius tasmaniae","RNA virus","Nodaviridae","Heteronchus arator Black beetle virus ","","","Field","","",1996-02-05,1999-02-12,"","","Virus",207112,"Acrossidius","Scarabaeidae","Coleoptera","Insecta",12283,NA,"Nodaviridae","Nodamuvirales","Magsaviricetes","Orthornavirae"
1119,"Pericoptus truncatus","RNA virus","Nodaviridae","Heteronchus arator Black beetle virus ","","","Lab","","",1996-02-05,1999-02-12,"","","Virus",NA,NA,NA,NA,NA,12283,NA,"Nodaviridae","Nodamuvirales","Magsaviricetes","Orthornavirae"
1120,"Galleria mellonella","RNA virus","Nodaviridae","Heteronchus arator Black beetle virus ","","","Lab","","",1996-02-05,1999-02-12,"","","Virus",7137,"Galleria","Pyralidae","Lepidoptera","Insecta",12283,NA,"Nodaviridae","Nodamuvirales","Magsaviricetes","Orthornavirae"
1121,"Mythimna separata","RNA virus","Nodaviridae","Heteronchus arator Black beetle virus ","","","Lab","","",1996-02-05,1999-02-12,"","","Virus",271217,"Mythimna","Noctuidae","Lepidoptera","Insecta",12283,NA,"Nodaviridae","Nodamuvirales","Magsaviricetes","Orthornavirae"
1122,"Oncopera intricoides","RNA virus","Nodaviridae","Oncopera intricoides Boolarra virus ","","","Field","","",1996-02-05,1999-02-12,"","","Virus",343455,"Oncopera","Hepialidae","Lepidoptera","Insecta",12283,NA,"Nodaviridae","Nodamuvirales","Magsaviricetes","Orthornavirae"
1123,"Galleria mellonella","RNA virus","Nodaviridae","Oncopera intricoides Boolarra virus ","","","Lab","","",1996-02-05,1999-02-12,"","","Virus",7137,"Galleria","Pyralidae","Lepidoptera","Insecta",12283,NA,"Nodaviridae","Nodamuvirales","Magsaviricetes","Orthornavirae"
1124,"Galleria mellonella","RNA virus","Nodaviridae","Costelytra zealandica Flock house virus ","","","Lab","","",1996-02-05,1999-02-12,"","","Virus",7137,"Galleria","Pyralidae","Lepidoptera","Insecta",12283,NA,"Nodaviridae","Nodamuvirales","Magsaviricetes","Orthornavirae"
1325,"Bombus impatiens","DNA virus","Poxviridae","Entomopoxvirus-like ","Adult","Hemolymph, cells of body wall, thoracic salivary glands","Field","USA","",1996-02-08,1999-02-12,"","","Virus",132113,"Bombus","Apidae","Hymenoptera","Insecta",10240,NA,"Poxviridae","Chitovirales","Pokkesviricetes","Bamfordvirae"
1326,"Bombus pennsylvanicus","DNA virus","Poxviridae","Entomopoxvirus-like","Adult","Hemolymph, cells of body wall, thoracic salivary glands","Field","USA","",1996-02-08,1999-02-12,"","","Virus",28643,"Bombus","Apidae","Hymenoptera","Insecta",10240,NA,"Poxviridae","Chitovirales","Pokkesviricetes","Bamfordvirae"
1327,"Bombus fervidus","DNA virus","Poxviridae","Entomopoxvirus-like","Adult","Hemolymph, cells of body wall, thoracic salivary glands","Field","USA","",1996-02-08,1999-02-12,"","","Virus",203811,"Bombus","Apidae","Hymenoptera","Insecta",10240,NA,"Poxviridae","Chitovirales","Pokkesviricetes","Bamfordvirae"
1541,"Imbrasia cytherea","RNA virus","Tetraviridae","Nudaurelia cytherea capensis Virus (B Group)","Larva","","Field","South Africa","Rabbits",1996-02-17,1999-02-12,"","","Virus",2059211,"Gonimbrasia","Saturniidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
1334,"Samia cynthia ricini","RNA virus","Tetraviridae","Philosamia cynthia x ricini Nudaurelia Beta Virus","EggLarvaAdult","","Field","UK, New Guinea","",1996-02-17,1999-02-12,"","","Virus",63990,"Samia","Saturniidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
1335,"Setothesea asigna","RNA virus","Tetraviridae","Thosea asigna Nudaurelia Beta Virus ","EggLarvaAdult","","","Malaysia/Sarawak/Sabah","",1996-02-17,1999-02-12,"","","Virus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1336,"Darna trima","RNA virus","Tetraviridae","Darna trima Nudaurelia Beta Virus  ","EggLarvaAdult","","Field","Malaysia/Sarawak/Sabah","",1996-02-17,1999-02-12,"","","Virus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1337,"Trichoplusia ni","RNA virus","Tetraviridae","Trichoplusia ni Nudaurelia Beta Virus ","EggLarvaAdult","","Field","USA","",1996-02-17,1999-02-12,"","","Virus",7111,"Trichoplusia","Noctuidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
1338,"Calliteara pudibunda","RNA virus","Tetraviridae","Dasychira pudibunda Nudaurelia Beta Virus ","EggLarvaAdult","","Field","Great Britain/Kent","",1996-02-17,1999-02-12,"","","Virus",875926,"Calliteara","Erebidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
1339,"Opodiphthera eucalypti","RNA virus","Tetraviridae","Antherea eucalypti Nudaurelia Beta Virus ","EggLarvaAdult","","Field","Australia","",1996-02-17,1999-02-12,"","","Virus",180277,"Opodiphthera","Saturniidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
1340,"Saturnia pavonia","RNA virus","Tetraviridae","Saturnia pavonia Nudaurelia Beta Virus ","EggLarvaAdult","","Field","Breat Britain/Sway","",1996-02-17,1999-02-12,"","","Virus",332931,"Saturnia","Saturniidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
1341,"Euplagia quadripunctaria","RNA virus","Tetraviridae","Callimorpha quadripunctata Nudaurelia Beta Virus ","EggLarvaAdult","","Field","Breat Britain/Torby","",1996-02-17,1999-02-12,"","","Virus",987932,"Euplagia","Erebidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
1342,"Tyria jacobaeae","RNA virus","Tetraviridae","Hypocrita jacobeae Nudaurelia Beta Virus ","EggLarvaAdult","","Field","Breat Britain/Lymington","",1996-02-17,1999-02-12,"","","Virus",179666,"Tyria","Erebidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
1343,"Acherontia atropos","RNA virus","Tetraviridae","Acherontia atropos Nudaurelia B Group virus","EggLarvaAdult","","Field","Canary Islands","",1996-02-17,1999-02-12,"","","Virus",657993,"Acherontia","Sphingidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
1344,"Setora nitens","RNA virus","Tetraviridae","Setora nitens Nudaurelia Beta Virus ","EggLarvaAdult","","Field","Argentina","",1996-02-17,1999-02-12,"","","Virus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1345,"Agraulis vanillae","RNA virus","Tetraviridae","Agraulis vanillae Nudaurelia B Group virus","EggLarvaAdult","","Field","Pakistan","",1996-02-17,1999-02-12,"","","Virus",2795540,"Dione","Nymphalidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
1346,"Lymantria ninayi","RNA virus","Tetraviridae","Lymantria ninayi Nudaurelia Beta Virus ","EggLarvaAdult","","Field","New Guinea/Papua","",1996-02-17,1999-02-12,"","","Virus",871311,"Lymantria","Erebidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
1347,"Eucocytia meeki","RNA virus","Togaviridae","Eucocytia meeki Nudaurelia Beta Virus ","EggLarvaAdult","","Field","New Guinea/Papua","",1996-02-17,1999-02-12,"","","Virus",1126771,"Eucocytia","Noctuidae","Lepidoptera","Insecta",11018,NA,"Togaviridae","Martellivirales","Alsuviricetes","Orthornavirae"
1348,"Euploea core","RNA virus","Tetraviridae","Euploea corea Nudaurelia Beta Virus ","EggLarvaAdult","","Field","Australia, Germany","",1996-02-17,1999-02-12,"","","Virus",127258,"Euploea","Nymphalidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
1542,"Aedes cinereus","DNA virus","Iridoviridae","IV","Larva","","Field","Sweeden","",1996-02-17,1999-02-12,"","","Virus",120872,"Aedes","Culicidae","Diptera","Insecta",10486,NA,"Iridoviridae","Pimascovirales","Megaviricetes","Bamfordvirae"
1543,"Lacanobia oleracea","DNA virus","Baculoviridae","Lacanobia oleracea GV","Larva","","Field","Scottland, France","",1996-02-18,1999-02-12,"","","Virus",79499,"Lacanobia","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1544,"Galleria mellonella","DNA virus","Baculoviridae","Galleria mellonella NPV  (GmMNPV)","Larva","Fat body, hypoderma, tracheal epithelium, cells of hemolymph","Field","USA, Ukraine, Japan","",1996-02-18,1999-02-12,"","","Virus",7137,"Galleria","Pyralidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1545,"Anticarsia gemmatalis","DNA virus","Iridoviridae","Anticarsia gemmatalis IV","Larva","","Field","USA","",1996-02-18,1999-02-12,"","","Virus",129554,"Anticarsia","Erebidae","Lepidoptera","Insecta",10486,NA,"Iridoviridae","Pimascovirales","Megaviricetes","Bamfordvirae"
1546,"Hyblaea puera","DNA virus","Baculoviridae","Hyblaea puera NPV","Larva","","Field","India/Kerala","",1996-02-19,1999-02-12,"","","Virus",268502,"Hyblaea","Hyblaeidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1547,"Cotesia marginiventris","DNA virus","Polydnaviridae","filamentous virus ","Larva","calyx fluid","Field","USA","noctuid larvae",1996-02-19,1999-02-12,"","","Virus",93006,"Cotesia","Braconidae","Hymenoptera","Insecta",10482,NA,"Polydnaviridae",NA,NA,NA
1654,"Scapteriscus vicinus","DNA virus","Iridoviridae","Scapteriscus vicinus IV","Nymph","","Field","Brazil/Rio Vermelho","",1996-02-19,1999-02-12,"","","Virus",2126138,"Neoscapteriscus","Gryllotalpidae","Orthoptera","Insecta",10486,NA,"Iridoviridae","Pimascovirales","Megaviricetes","Bamfordvirae"
1658,"Apis mellifera","RNA virus","","Kashmir Bee Virus ","Pupa","gut, eppidermis, tracheal epithelium","Field","India","",1996-02-19,1999-02-12,"","","Virus",7460,"Apis","Apidae","Hymenoptera","Insecta",NA,NA,NA,NA,NA,NA
1655,"Peregrinus maidis","RNA virus","Rhabdoviridae","Paramyxovirus-like  particles","Nymph","","Field","USA","",1996-02-20,1999-02-12,"","","Virus",222432,"Peregrinus","Delphacidae","Hemiptera","Insecta",11270,NA,"Rhabdoviridae","Mononegavirales","Monjiviricetes","Orthornavirae"
1548,"Simulium neornatipes","DNA virus","Iridoviridae","Simulium neorntipes IV","Larva","","Field","New Caledonia","",1996-02-20,1999-02-12,"","","Virus",154441,"Simulium","Simuliidae","Diptera","Insecta",10486,NA,"Iridoviridae","Pimascovirales","Megaviricetes","Bamfordvirae"
1549,"Euxoa scandens","DNA virus","Baculoviridae","Euxoa messoria NPV  (EmMNPV)","Larva","","Lab","Canada","",1996-02-20,1999-02-12,"","Unknown","Virus",690670,"Euxoa","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1550,"Euxoa scandens","DNA virus","Baculoviridae","Agrotis segetum NPV  (AsMNPV)","Larva","","Lab","Canada","",1996-02-20,1999-02-12,"","Unknown","Virus",690670,"Euxoa","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1551,"Euxoa scandens","DNA virus","Baculoviridae","Autographa californica NPV  (AcMNPV)   ","Larva","","Lab","Canada","",1996-02-20,1999-02-12,"","Unknown","Virus",690670,"Euxoa","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1552,"Euxoa scandens","DNA virus","Baculoviridae","NPV","Larva","","Lab","Canada","",1996-02-20,1999-02-12,"","Unknown","Virus",690670,"Euxoa","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1553,"Trichoplusia ni","DNA virus","Baculoviridae","Orgyia pseudotsugata NPV  (OpMNPV)","Larva","","Lab","USA","",1996-02-20,1999-02-12,"","","Virus",7111,"Trichoplusia","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1554,"Galleria mellonella","DNA virus","Iridoviridae","Sericethis pruinosa IV","Larva","Hemocytes","Lab","USA","",1996-02-20,1999-02-12,"","","Virus",7137,"Galleria","Pyralidae","Lepidoptera","Insecta",10486,NA,"Iridoviridae","Pimascovirales","Megaviricetes","Bamfordvirae"
1125,"Sericesthis pruinosa ","DNA virus","Iridoviridae","Sericethis pruinosa IV Type 2","","","Field","USA","",1996-02-20,2000-02-03,"","","Virus",NA,NA,NA,NA,NA,10486,NA,"Iridoviridae","Pimascovirales","Megaviricetes","Bamfordvirae"
1555,"Artogeia rapae","DNA virus","Parvoviridae","Pieris rapae densonucleosis-like virus","Larva","","Field","Taiwan","",1996-02-24,1999-02-12,"","","Virus",64459,"Pieris","Pieridae","Lepidoptera","Insecta",10780,NA,"Parvoviridae","Piccovirales","Quintoviricetes","Shotokuvirae"
1556,"Mythimna unipuncta","DNA virus","Baculoviridae","Pseudaletia unipuncta GV","Larva","","Field","USA/Oregon","",1996-02-24,1999-02-12,"","","Virus",103831,"Mythimna","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1557,"Mythimna unipuncta","DNA virus","Baculoviridae","Pseudaletia unipuncta NPV ","Larva","","","","",1996-02-24,1999-02-12,"","","Virus",103831,"Mythimna","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1558,"Mythimna unipuncta","DNA virus","Baculoviridae","Scotogramma trifolii GV ","Larva","","Field","","",1996-02-24,1999-02-12,"","","Virus",103831,"Mythimna","Noctuidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1642,"Epilachna varivestis","RNA virus","Reoviridae","reovirus-like particles","LarvaAdult","Nurse cells in germarium of ovariole, ovulated oocyte, egg, teste, accessory gland, maxillary gland, malphighian tubule, mid-and hind gut, epidermis, nervous system, fat body, oenocyte, hemocytes, tracheocytes, and muscles","Field","Brazil","",1996-02-24,1999-02-12,"","","Virus",447619,"Epilachna","Coccinellidae","Coleoptera","Insecta",10880,NA,"Reoviridae","Reovirales","Resentoviricetes","Orthornavirae"
1559,"Pseudoplusia includens","DNA virus","Iridoviridae","Pseudoplusia includens IV (PIIV)","Larva","non-cellular cuticle layers of integument","Field","USA","",1996-02-25,1999-02-12,"","","Virus",689277,"Chrysodeixis","Noctuidae","Lepidoptera","Insecta",10486,NA,"Iridoviridae","Pimascovirales","Megaviricetes","Bamfordvirae"
1560,"Elasmopalpus lignosellus","DNA virus","Poxviridae","Elasmopalpus lignosellus EPV (subgroup B)","Larva","Hemocytes, fat body","Field","USA","",1996-02-25,1999-02-12,"","","Virus",1511197,"Elasmopalpus","Pyralidae","Lepidoptera","Insecta",10240,NA,"Poxviridae","Chitovirales","Pokkesviricetes","Bamfordvirae"
1126,"Apis mellifera","RNA virus","","Black Queen Cell Virus ","","","","","",1996-02-27,1999-02-12,"","","Virus",7460,"Apis","Apidae","Hymenoptera","Insecta",NA,NA,NA,NA,NA,NA
1127,"Apis mellifera","RNA virus","","Sacbrood Virus ","","","","","",1996-02-27,1999-02-12,"","","Virus",7460,"Apis","Apidae","Hymenoptera","Insecta",NA,NA,NA,NA,NA,NA
1128,"Dilta hibernica","DNA virus","Baculoviridae","Dilta hibernica NPV","","midgut epithelium","Field","Seeden","",1996-02-27,1999-02-12,"","","Virus",NA,NA,NA,NA,NA,10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1561,"Chaoborus crystallinus ","DNA virus","Baculoviridae","Nonoccluded baculovirus-like particle","Larva","Midgut epithelium","Field","Sweeden","",1996-02-27,1999-02-12,"","","Virus",41813,"Chaoborus","Chaoboridae","Diptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
1562,"Plutella xylostella","DNA virus","Baculoviridae","Plutella xylostella NPV","Larva","","Field","England","",1996-02-27,1999-02-12,"","","Virus",51655,"Plutella","Plutellidae","Lepidoptera","Insecta",10442,NA,"Baculoviridae","Lefavirales","Naldaviricetes",NA
