"","PathogenSpecies","Group","HighTaxon","LowTaxon","AdditionalNotes"
"1306","Colepismatophila watsonae","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1307","Actinocephalus acanthaclisis","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1308","Actinocephalus acutispora","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1309","Actinocephalus tipulae","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1310","Actinocephalus digitatus","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1311","Actinocephalus conicus","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1312","Actinocephalus giganteus","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1313","Actinocephalus fimbriatus","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1314","Actinocephalus elongatus","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1315","Actinocephalus enigmaticus","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1316","Actinocephalus ellipsoidus","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1317","Actinocephalus echinatus","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1318","Actinocephalus dytiscorum","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1319","Actinocephalus dicaeli","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1320","Actinocephalus dermestica","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1321","Actinocephalus crassus","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1322","Actinocephalus ceropriae","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1323","Actinocephalus ceriagrionae","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1324","Actinocephalus bradinopygi","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1325","Actinocephalus capritermes","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1326","Actinocephalus americanus","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1327","Actinocephalus ginbeli","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1328","Actinocephalus harpali","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1329","Actinocephalus grassei","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1330","Actinocephalus teffli","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1331","Actinocephalus zophus","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1332","Actinocephalus histoliticus","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1333","Actinocephalus nitiophili","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1334","Actinocephalus laticaudatus","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1335","Actinocephalus licini","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1336","Actinocephalus megabuni","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1337","Actinocephalus parvus","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1338","Actinocephalus permagnus","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1339","Actinocephalus puisseguri","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1340","Caulocephalus bhatiasetnai","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1341","Caulocephalus japonicus","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1342","Asterophora caliciformis","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1343","Asterophora cordiformis","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1344","Asterophora cupressiformis","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1345","Asterophora tiaroides","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1346","Asterophora capitata","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1347","Asterophora pachydera","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1348","Asterophora caloglyphi","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1349","Asterophora elegans","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1350","Asterophora mucronata","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1351","Asterophora philica","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1352","Asterophora hemicerae","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1353","Asterophora orientalis","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1354","Pilidiophora fragilis","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1355","Gemmicephalus mutabilis","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1356","Pileocephalus agilis","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1357","Pileocephalus lanceatus","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1358","Pileocephalus astaurovi","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1359","Pileocephalus chinensis","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1360","Pileocephalus dinarthrodes","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1361","Pileocephalus glyphotaelii","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1362","Pileocephalus nemourae","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1363","Pileocephalus heeri","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1364","Pileocephalus rhytinotae","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1365","Pileocephalus suhoensis","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1366","Pileocephalus tachycines","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1367","Geneiorhynchus aeshnae","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1368","Geneiorhynchus monnieri","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1369","Phialoides ornata","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1370","Legeria agilis","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1371","Pyxinia anobii","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1372","Pyxinia bulbifera","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1373","Pyxinia crystalligera","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1374","Pyxinia firma","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1375","Pyxinia japonica","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1376","Pyxinia major","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1377","Pyxinia moebuszi","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1378","Pyxinia trogodermi","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1379","Pyxinia myelophili","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1380","Pyxinia rubecula","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1381","Pyxinia tenuis","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1382","Discorhynchus truncatus","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1383","Steinina alphitobii","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1384","Steinina coptotermitis","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1385","Steinina diaperis","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1386","Steinina maxima","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1387","Steinina microgoni","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1388","Steinina harpali","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1389","Steinina dollfusi","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1390","Steinina ellipsoidalis","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1391","Steinina obconica","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1392","Steinina ovalis","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1393","Steinina rotunda","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1394","Steinina sphaerosphora","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1395","Steinina rotundata","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1396","Steinina trycheri","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1397","Steinina termitis","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1398","Pomania hovassei","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1399","Bothriopsides agrypniae","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1400","Bothriopsides histrio","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1401","Bothriopsides acilii","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1402","Bothriopsides graphoderi","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1403","Bothriopsides claviformis","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1404","Bothriopsides terpsichorella","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1405","Stictospora kabutomusi","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1406","Coleorhynchus heros","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1407","Taeniacystis mira","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1408","Stylocystis ensifera","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1409","Stylocystis riouxi","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1410","Agrippina bona","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1411","Anthorhynchus longispora","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1412","Anthorhynchus sophiae","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1413","Sciadiophora goronowitschi","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1414","Sciadiophora phalangii","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1415","Sciadiophora gagrellula","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1416","Sciadiophora fissidens","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1417","Sciadiophora caudata","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1418","Alaspora depressa","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1419","Ascocephalus armatus","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1420","Epicavus araeoceri","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1421","Epicavus cratoparis","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1422","Levinea agriocnemidis","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)","Update name?  Sarkar 1995 (EDWIP ref #1859), reports that the genus Levineia Kori & Amoji 1986 (spelling difference noted) is a synonym of Menospora."
"1423","Acanthospora crypturgi","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1424","Acanthospora elongata","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1425","Acanthospora psychodae","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1426","Acanthospora bengalensis","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1427","Corycella armata","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1428","Acanthospora polymorpha","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1429","Ancyrophora gracilis","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1430","Ancyrophora stelliformis","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1431","Ancyrophora similis","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1432","Ancyrophora uncinata","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1433","Ancyrophora uleiotae","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1434","Ramicephalus albertianus","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1435","Ramicephalus zophophili","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1436","Ramicephalus amphoriformis","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1437","Ancyrophora balazyi","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1438","Ancyrophora codreanui","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1439","Ancyrophora gigantea","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1440","Ancyrophora umbelliformis","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1441","Ancyrophora rostrata","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1442","Ancyrophora puytoraci","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1443","Ancyrophora octacantha","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1444","Ancyrophora noteri","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1445","Ancyrophora hispani","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1446","Ancyrophora ischnurae","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1447","Ancyrophora ovoides","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1448","Ancyrophora penetreti","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1449","Ancyrophora philonthi","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1450","Ancyrophora tuzetae","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1451","Ancyrophora mutabilis","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1452","Rhizionella tenuis ","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1453","Cometoides pileatus","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1454","Cometoides capitatus","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1455","Prismatospora evansi","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1456","Tetraedrospora sciarae","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1457","Ramicephalus cecheni","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1458","Ramicephalus cervicornis","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1459","Ramicephalus licini","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1460","Ramicephalus rostratus","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1461","Ramicephalus tuzetae","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1462","Ramicephalus wellmeri","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1463","Ramicephalus olivacus","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1464","Ramicephalus ozakii","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1465","Coronoepimeritus japonicus","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1466","Coronoepimeritus monospinus","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1467","Dinematospora grassei","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1468","Doliospora repelini","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1469","Doliospora troguli","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1470","Quadruspinospora acridae","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1471","Quadruspinospora megaspinosa","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1472","Quadruspinospora dichotoma","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1473","Menospora polyacantha","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1474","Hoplorhynchus oligacanthus","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1475","Hoplorhynchus hexacanthus","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1476","Hoplorhynchus gracilis","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1477","Hoplorhynchus orthetri","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1478","Hoplorhynchus magnus","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1479","Hoplorhynchus miyanensis","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1480","Hoplorhynchus ramidigitus","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1481","Odonaticola hexacantha","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1482","Odonaticola longicollare","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1483","Odonaticola orthetri","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1484","Odonaticola rodgii","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1485","Odonaticola crocothemis","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1486","Acuta rousseaui","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1487","Monoica apis","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1488","Gigaductus agoni","Protozoa","Apicomplexa","Gregarinidea (Neogregarinida)",""
"1489","Gigaductus brachyni","Protozoa","Apicomplexa","Gregarinidea (Neogregarinida)",""
"1490","Gigaductus americanus","Protozoa","Apicomplexa","Gregarinidea (Neogregarinida)",""
"1491","Gigaductus anchi","Protozoa","Apicomplexa","Gregarinidea (Neogregarinida)",""
"1492","Gigaductus exiguus","Protozoa","Apicomplexa","Gregarinidea (Neogregarinida)",""
"1493","Gigaductus elongata","Protozoa","Apicomplexa","Gregarinidea (Neogregarinida)",""
"1494","Gigaductus macrospora","Protozoa","Apicomplexa","Gregarinidea (Neogregarinida)",""
"1495","Gigaductus parvus","Protozoa","Apicomplexa","Gregarinidea (Neogregarinida)",""
"1496","Gigaductus podurae","Protozoa","Apicomplexa","Gregarinidea (Neogregarinida)",""
"1497","Gigaductus steropi","Protozoa","Apicomplexa","Gregarinidea (Neogregarinida)",""
"1498","Ophryocystis schneideri","Protozoa","Apicomplexa","Gregarinidea (Neogregarinida)",""
"1499","Ophryocystis hessei","Protozoa","Apicomplexa","Gregarinidea (Neogregarinida)",""
"1500","Ophryocystis duboscqi","Protozoa","Apicomplexa","Gregarinidea (Neogregarinida)",""
"1501","Ophryocystis francisi","Protozoa","Apicomplexa","Gregarinidea (Neogregarinida)",""
"1502","Ophryocystis elekroscirrha","Protozoa","Apicomplexa","Gregarinidea (Neogregarinida)",""
"1503","Machadoella triatomae","Protozoa","Apicomplexa","Gregarinidea (Neogregarinida)",""
"1504","Caulleryella annulatae","Protozoa","Apicomplexa","Gregarinidea (Neogregarinida)",""
"1505","Caulleryella anophelis","Protozoa","Apicomplexa","Gregarinidea (Neogregarinida)",""
"1506","Caulleryella aphiochaetae","Protozoa","Apicomplexa","Gregarinidea (Neogregarinida)",""
"1507","Caulleryella maligna","Protozoa","Apicomplexa","Gregarinidea (Neogregarinida)",""
"1508","Caulleryella pipientis","Protozoa","Apicomplexa","Gregarinidea (Neogregarinida)",""
"1509","Tipulocystis maximae","Protozoa","Apicomplexa","Gregarinidea (Neogregarinida)",""
"1510","Barrouxia ornata","Protozoa","Apicomplexa","Coccidea (Adeleida)",""
"1511","Legerella parva","Protozoa","Apicomplexa","Coccidea (Adeleida)","Levine (1988) places in Order Eucoccidiorida.  Tanada & Kaya place in Coccidia, Order Adeleida."
"1512","Adelina akidium","Protozoa","Apicomplexa","Coccidea (Adeleida)",""
"1513","Adelina acarinae","Protozoa","Apicomplexa","Coccidea (Adeleida)",""
"1514","Adelina mesnili","Protozoa","Apicomplexa","Coccidea (Adeleida)",""
"1515","Adelina riouxi","Protozoa","Apicomplexa","Coccidea (Adeleida)",""
"1516","Adelina transita","Protozoa","Apicomplexa","Coccidea (Adeleida)",""
"1517","Adelina zonula","Protozoa","Apicomplexa","Coccidea (Adeleida)",""
"1518","Chagasella ganapatii","Protozoa","Apicomplexa","Coccidea (Eucoccidiorida)",""
"1519","Chagasella gibbsi","Protozoa","Apicomplexa","Coccidea (Eucoccidiorida)",""
"1520","Chagasella hartmanni","Protozoa","Apicomplexa","Coccidea (Eucoccidiorida)",""
"1521","Legerella grassii","Protozoa","Apicomplexa","Coccidea (Adeleida)",""
"1522","Ganapatiella odontotermitis","Protozoa","Apicomplexa","Coccidea (Eucoccidiorida)",""
"1523","Ithania wenrichi","Protozoa","Apicomplexa","Coccidea (Eucoccidiorida)",""
"1524","Steganorhynchus dunwoodyi","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1525","Hoplorhynchus acanthatholius","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1526","Heterovesicula cowani","Protozoa","Microspora","Microsporea ",""
"1527","Nosema grylli","Protozoa","Microspora","Microsporea (Microsporida)",""
"1528","Nosema muscidifuracis","Protozoa","Microspora","Microsporea (Microsporida)",""
"1529","Napamichum cellatum","Protozoa","Microspora","Microsporea (Microsporida)",""
"1530","Chytridiopsis trichopterae","Protozoa","Microspora","Microsporea (Minisporida)",""
"1531","Gregarina coronata","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1532","Cosmetophilus vonones","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1533","Gregarina niphandrodes","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1534","Ascogregarina saraviae","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1535","Actinocephalus carrilynnae","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1536","Anisolobus indicus","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1537","Hirmocystis minuta","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1538","Leidyana oryzaephili","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1539","Babesia equi","Protozoa","Apicomplexa","Haematozoea (Piroplasmida)",""
"1540","Ascocystis taiwanensis","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1541","Ascocystis armigerei","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1542","Mattesia geminata","Protozoa","Apicomplexa","Gregarinidea (Neogregarinida)",""
"1543","Theileria ovis","Protozoa","Apicomplexa","Haematozoea (Piroplasmida)",""
"1544","Herpetomonas mariadeanei","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1545","Herpetomonas ampelophilae","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1546","Bacillus laterosporus/alvei","Bacteria","Spore-forming bacteria","Bacillaceae",""
"1547","Ascogregarina armigerei","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1548","Ascogregarina barretti","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1549","Ascogregarina geniculati","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1550","Ascogregarina galliardi","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1551","Ascogregarina clarki","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1552","Ascogregarina chagasi","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1553","Ascogregarina brachyceri","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1554","Syncystis mirabilis","Protozoa","Apicomplexa","Gregarinidea (Neogregarinida)",""
"1555","Lipotropha calliphorae","Protozoa","Apicomplexa","Gregarinidea (Neogregarinida)",""
"1556","Lipotropha dorci","Protozoa","Apicomplexa","Gregarinidea (Neogregarinida)",""
"1557","Lipotropha macrospora","Protozoa","Apicomplexa","Gregarinidea (Neogregarinida)",""
"1558","Enterocystis hydrophili","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1559","Ophryocystis perezi","Protozoa","Apicomplexa","Gregarinidea (Neogregarinida)",""
"1560","Diplocystis clerci","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1561","Gregarina coelomica","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1562","Gregarina chelidurellae","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1563","Gregarina cylindrica","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1564","Gregarina culleata","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1565","Gregarina legeri","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1566","Gregarina gibbii","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1567","Gregarina dichirotrichi","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1568","Gregarina hirakawaenis","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1569","Gregarina panchlorae","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1570","Gregarina mesomorphi","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1571","Nosema buckleyi","Protozoa","Microspora","Microsporea (Microsporida)",""
"1572","Ramicephalus bodenheimeri","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1573","Lepismatophila ctenolepismae","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1574","Quadruspinospora atractomorphae","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1575","Odonaticola haldari","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1576","Cordyceps aphodii","Fungi","Pyrenomycetes","Hypocreales",""
"1577","Cordyceps clavatula","Fungi","Pyrenomycetes","Hypocreales",""
"1578","Cordyceps kirkii","Fungi","Pyrenomycetes","Hypocreales",""
"1579","Cordyceps robertsii","Fungi","Pyrenomycetes","Hypocreales",""
"1580","Gibberella baccata","Fungi","","","Teleomorph of Fusarium lateritium?"
"1581","Aegerita webberi","Fungi","Deuteromycetes","unknown",""
"1582","Isaria sinclairii","Fungi","Deuteromycetes","unknown",""
"1583","Myriangium thwaitessi","Fungi","Deuteromycetes","unknown",""
"1584","Sphaerostible auranticola","Fungi","Deuteromycetes","unknown",""
"1585","Fusarium stilboides","Fungi","Deuteromycetes","unknown",""
"1586","Hirsutella subulata","Fungi","Deuteromycetes","unknown",""
"1587","Erynia neoaphidis","Fungi","Zygomycetes","Entomophthorales","Acc. to Ben-Ze’ev and Kenneth, EDWIP ref 2002, this should be in genus Zoophthora."
"1588","Bacillus larvae","Bacteria","Spore-forming bacteria","Bacillaceae",""
"1589","Diplocystis oxycani","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1590","Gregarina botulina","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1591","Pseudomonocystis spinosus","Protozoa","Apicomplexa","Gregarinidea (Eugregarinida)",""
"1592","Ophryocystis marplesi","Protozoa","Apicomplexa","Gregarinidea (Neogregarinida)",""
"1593","Leptomonas ctenocephali","Protozoa","Euglenozoa","Kinetoplastidea (Trypanosomatida)",""
"1594","Aspergillus parasiticus","Fungi","Deuteromycetes","unknown",""
