"","HostOriginal","HostTaxID","HostNCBIResolved","HostGenus","HostFamily","HostOrder","HostClass","PathTaxID","PathNCBIResolved","PathGenus","PathFamily","PathOrder","PathClass","PathKingdom","Group","HighTaxon","Host","HostStageTested","HostTissueInfected","interaction","LogMaxDose","LowTaxon","Pathogen","insectStatus"
"98","Endochironomus nynchoides",NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Endochironomus nynchoides","","fat body",1,NA,"Microsporea (Microsporida)","Thelohania asterias",NA
"99","Simulium ornatum","304233",TRUE,"Simulium","Simuliidae","Diptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Simulium ornatum","","fat body",1,NA,"Microsporea (Microsporida)","Thelohania avacuolata","Pest"
"100","Baetis pygmata",NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Baetis pygmata","","fat body",1,NA,"Microsporea (Microsporida)","Thelohania baetica","Wildlife"
"101","Simulium ornatum","304233",TRUE,"Simulium","Simuliidae","Diptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Simulium ornatum","","fat body",1,NA,"Microsporea (Microsporida)","Thelohania bertrami","Pest"
"102","Chironomus riparius","315576",TRUE,"Chironomus","Chironomidae","Diptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Chironomus riparius","","fat body",1,NA,"Microsporea (Microsporida)","Thelohania breindli",NA
"103","Simulium ornatum","304233",TRUE,"Simulium","Simuliidae","Diptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Simulium ornatum","","fat body",1,NA,"Microsporea (Microsporida)","Thelohania canningae","Pest"
"104","Omophlus rugisicollis",NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Omophlus rugisicollis","","Malpighian tubules",1,NA,"Microsporea (Microsporida)","Thelohania cepedei",NA
"105","Simulium reptans columbaczense",NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Simulium reptans columbaczense","","fat body; Lymphocytes",1,NA,"Microsporea (Microsporida)","Thelohania columbaczense",NA
"106","Chaoborus plumicornis",NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Chaoborus plumicornis","Larva","Oenocytes",1,NA,"Microsporea (Microsporida)","Systenostrema corethrae","Beneficial"
"107","Chaoborus flavicans","204564",TRUE,"Chaoborus","Chaoboridae","Diptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Chaoborus flavicans","","",1,NA,"Microsporea (Microsporida)","Systenostrema corethrae",NA
"108","Chaoborus astictopus","53523",TRUE,"Chaoborus","Chaoboridae","Diptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Chaoborus astictopus","","",1,NA,"Microsporea (Microsporida)","Systenostrema corethrae",NA
"109","Calliteara pudibunda","875926",TRUE,"Calliteara","Erebidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Calliteara pudibunda","","fat body",1,NA,"Microsporea (Microsporida)","Thelohania dasychirae","Pest"
"110","Trichocladius sp.",NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Trichocladius sp.","","fat body",1,NA,"Microsporea (Microsporida)","Amblyospora debaisieuxi",NA
"111","Diamesa thienamanni",NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Diamesa thienamanni","","",1,NA,"Microsporea (Microsporida)","Amblyospora debaisieuxi",NA
"112","Lymantria dispar","13123",TRUE,"Lymantria","Erebidae","Lepidoptera","Insecta","357503",TRUE,"Thelohania","Thelohaniidae",NA,NA,"Fungi","Protozoa","Microspora","Lymantria dispar","Larva","fat body",1,NA,"Microsporea (Microsporida)","Thelohania disparis","Pest"
"113","Simulium aureum","630741",TRUE,"Simulium","Simuliidae","Diptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Simulium aureum","","fat body",1,NA,"Microsporea (Microsporida)","Thelohania fibrata","Pest"
"114","Simulium hirtipes",NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Simulium hirtipes","","fat body",1,NA,"Microsporea (Microsporida)","Thelohania fibrata",NA
"115","Simulium maculatum","2483477",TRUE,"Simulium","Simuliidae","Diptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Simulium maculatum","","",1,NA,"Microsporea (Microsporida)","Thelohania fibrata",NA
"116","Simulium venustum","7194",TRUE,"Simulium","Simuliidae","Diptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Simulium venustum","","",1,NA,"Microsporea (Microsporida)","Thelohania fibrata",NA
"117","Simulium ochraceum","1452912",TRUE,"Simulium","Simuliidae","Diptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Simulium ochraceum","Larva","",1,NA,"Microsporea (Microsporida)","Thelohania fibrata","Pest"
"118","Anopheles maculipennis","41429",TRUE,"Anopheles","Culicidae","Diptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Anopheles maculipennis","Egg","",1,NA,"Microsporea (Microsporida)","Thelohania grassii","Pest"
"119","Tanytarsus sp.","288802",TRUE,"Tanytarsus","Chironomidae","Diptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Tanytarsus sp.","","Gut",1,NA,"Microsporea (Microsporida)","Thelohania hessei",NA
"120","Limnephilus rhombicus","692089",TRUE,"Limnephilus","Limnephilidae","Trichoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Limnephilus rhombicus","","Fat body",1,NA,"Microsporea (Microsporida)","Thelohania janus","Wildlife"
"121","Simulium ornatum","304233",TRUE,"Simulium","Simuliidae","Diptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Simulium ornatum","","Fat body",1,NA,"Microsporea (Microsporida)","Thelohania minispora","Pest"
"122","Plodia interpunctella ","58824",TRUE,"Plodia","Pyralidae","Lepidoptera","Insecta","2163540",TRUE,"Vairimorpha","Burenellidae",NA,NA,"Fungi","Protozoa","Microspora","Plodia interpunctella","EggLarvaPupaAdult","fat body; muscle (rarely)",1,NA,"Microsporea (Microsporida)","Vairimorpha plodiae",NA
"123","Amyelois transitella","680683",TRUE,"Amyelois","Pyralidae","Lepidoptera","Insecta","2163540",TRUE,"Vairimorpha","Burenellidae",NA,NA,"Fungi","Protozoa","Microspora","Amyelois transitella","","fat body; muscle (rarely)",1,NA,"Microsporea (Microsporida)","Vairimorpha plodiae","Pest"
"124","Tanypus varius",NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Tanypus varius","","fat body",1,NA,"Microsporea (Microsporida)","Thelohania pinguis",NA
"125","Plectrocnemia geniculata","623628",TRUE,"Plectrocnemia","Polycentropodidae","Trichoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Plectrocnemia geniculata","","",1,NA,"Microsporea (Microsporida)","Thelohania plectrocnemiae","Wildlife"
"126","Pristiphora erichsonii","362180",TRUE,"Pristiphora","Tenthredinidae","Hymenoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Pristiphora erichsonii","EggLarvaPupaAdult","Hypodermis",1,NA,"Microsporea (Microsporida)","Cystosporogenes pristiphorae","Pest"
"127","Malacosoma disstria","40071",TRUE,"Malacosoma","Lasiocampidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Malacosoma disstria","","",1,NA,"Microsporea (Microsporida)","Cystosporogenes pristiphorae","Pest"
"128","Malacosoma americanum","7099",TRUE,"Malacosoma","Lasiocampidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Malacosoma americanum","","",1,NA,"Microsporea (Microsporida)","Cystosporogenes pristiphorae","Pest"
"129","Rhithrogena hybrida","1678820",TRUE,"Rhithrogena","Heptageniidae","Ephemeroptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Rhithrogena hybrida","","fat body",1,NA,"Microsporea (Microsporida)","Thelohania rhithrogenae","Wildlife"
"130","Simulium ornatum","304233",TRUE,"Simulium","Simuliidae","Diptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Simulium ornatum","","fat body",1,NA,"Microsporea (Microsporida)","Thelohania simulii","Pest"
"131","Euproctis chrysorrhoea","987934",TRUE,"Euproctis","Erebidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Euproctis chrysorrhoea","","fat body",1,NA,"Microsporea (Microsporida)","Thelohania similis","Pest"
"132","Lymantria dispar","13123",TRUE,"Lymantria","Erebidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Lymantria dispar","","fat body",1,NA,"Microsporea (Microsporida)","Thelohania similis","Pest"
"133","Tipula lateralis","2025111",TRUE,"Tipula","Tipulidae","Diptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Tipula lateralis","","fat body",1,NA,"Microsporea (Microsporida)","Thelohania tipulae",NA
"134","Vanessa urticae",NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Vanessa urticae","","Fat body; midgut; blood; gonads",1,NA,"Microsporea (Microsporida)","Thelohania vanessae",NA
"135","Simulium ornatum","304233",TRUE,"Simulium","Simuliidae","Diptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Simulium ornatum","","Body cavity; Malpighian tubules",1,NA,"Microsporea (Microsporida)","Thelohania varians","Pest"
"136","Simulium reptans","61066",TRUE,"Simulium","Simuliidae","Diptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Simulium reptans","","fat body; oenocytes; phagocytes",1,NA,"Microsporea (Microsporida)","Thelohania varians",NA
"137","Tortrix viridana","311328",TRUE,"Tortrix","Tortricidae","Lepidoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Tortrix viridana","LarvaPupaAdult","Fat body",1,NA,"Microsporea (Microsporida)","Thelohania weiseri","Pest"
"138","Baetis pumilis",NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Baetis pumilis","","Muscle; gut ",1,NA,"Microsporea (Microsporida)","Thelohania wurmi","Wildlife"
"139","Solenopsis invicta","13686",TRUE,"Solenopsis","Formicidae","Hymenoptera","Insecta","72222",TRUE,"Thelohania","Thelohaniidae",NA,NA,"Fungi","Protozoa","Microspora","Solenopsis invicta","","fat body",1,NA,"Microsporea (Microsporida)","Thelohania sp.","Pest"
"140","Crambus trisectus",NA,FALSE,NA,NA,NA,NA,"72222",TRUE,"Thelohania","Thelohaniidae",NA,NA,"Fungi","Protozoa","Microspora","Crambus trisectus","","Fat body; silk glands; midgut; Malpighian tubules; meconia",1,NA,"Microsporea (Microsporida)","Thelohania sp.","Pest"
"141","Tehama bonifatella","1763973",TRUE,"Tehama","Crambidae","Lepidoptera","Insecta","72222",TRUE,"Thelohania","Thelohaniidae",NA,NA,"Fungi","Protozoa","Microspora","Tehama bonifatella","","",1,NA,"Microsporea (Microsporida)","Thelohania sp.","Pest"
"142","Pieris rapae","64459",TRUE,"Pieris","Pieridae","Lepidoptera","Insecta","72222",TRUE,"Thelohania","Thelohaniidae",NA,NA,"Fungi","Protozoa","Microspora","Pieris rapae","Larva","general infection",1,NA,"Microsporea (Microsporida)","Thelohania sp.","Pest"
"143","Aedes albopictus","7160",TRUE,"Aedes","Culicidae","Diptera","Insecta","72222",TRUE,"Thelohania","Thelohaniidae",NA,NA,"Fungi","Protozoa","Microspora","Aedes albopictus","","fat body",1,NA,"Microsporea (Microsporida)","Thelohania sp.","Pest"
"144","Hyalophora cecropia","7123",TRUE,"Hyalophora","Saturniidae","Lepidoptera","Insecta","72222",TRUE,"Thelohania","Thelohaniidae",NA,NA,"Fungi","Protozoa","Microspora","Hyalophora cecropia","","fat body",1,NA,"Microsporea (Microsporida)","Thelohania sp.","Pest"
"145","Choristoneura fumiferana","7141",TRUE,"Choristoneura","Tortricidae","Lepidoptera","Insecta","72222",TRUE,"Thelohania","Thelohaniidae",NA,NA,"Fungi","Protozoa","Microspora","Choristoneura fumiferana","","Fat body",1,NA,"Microsporea (Microsporida)","Thelohania sp.","Pest"
"146","Culex tarsalis","7177",TRUE,"Culex","Culicidae","Diptera","Insecta","51588",TRUE,"Amblyospora","Amblyosporidae",NA,NA,"Fungi","Protozoa","Microspora","Culex tarsalis","LarvaAdult","Adipose tissue of larvae; oenocytes, ovaries of adult females",1,NA,"Microsporea (Microsporida)","Amblyospora californica","Pest"
"147","Culex territans","42431",TRUE,"Culex","Culicidae","Diptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Culex territans","Larva","Hemocoel; adipose tissue; fat body",1,NA,"Microsporea (Microsporida)","Amblyospora benigna","Pest"
"148","Phryganea grandis ","699844",TRUE,"Phryganea","Phryganeidae","Trichoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Phryganea grandis","","General infection",1,NA,"Microsporea (Microsporida)","Amblyospora bicortex",NA
"149","Trichostegia minor","1271749",TRUE,"Trichostegia","Phryganeidae","Trichoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Trichostegia minor","","General infection",1,NA,"Microsporea (Microsporida)","Amblyospora bicortex","Wildlife"
"150","Aedes squamiger","767024",TRUE,"Ochlerotatus","Culicidae","Diptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Aedes squamiger","Larva","Hemocoel; fat body",1,NA,"Microsporea (Microsporida)","Amblyospora bolinasae","Pest"
"151","Simulium aureum","630741",TRUE,"Simulium","Simuliidae","Diptera","Insecta","191599",TRUE,"Amblyospora","Amblyosporidae",NA,NA,"Fungi","Protozoa","Microspora","Simulium aureum","Larva","fat body",1,NA,"Microsporea (Microsporida)","Amblyospora bracteata","Pest"
"152","Simulium maculatum","2483477",TRUE,"Simulium","Simuliidae","Diptera","Insecta","191599",TRUE,"Amblyospora","Amblyosporidae",NA,NA,"Fungi","Protozoa","Microspora","Simulium maculatum","","",1,NA,"Microsporea (Microsporida)","Amblyospora bracteata",NA
"153","Simulium vittatum","7192",TRUE,"Simulium","Simuliidae","Diptera","Insecta","191599",TRUE,"Amblyospora","Amblyosporidae",NA,NA,"Fungi","Protozoa","Microspora","Simulium vittatum","Larva","",1,NA,"Microsporea (Microsporida)","Amblyospora bracteata",NA
"154","Simulium monticola","2025110",TRUE,"Simulium","Simuliidae","Diptera","Insecta","191599",TRUE,"Amblyospora","Amblyosporidae",NA,NA,"Fungi","Protozoa","Microspora","Simulium monticola","","",1,NA,"Microsporea (Microsporida)","Amblyospora bracteata",NA
"155","Simulium ornatum","304233",TRUE,"Simulium","Simuliidae","Diptera","Insecta","191599",TRUE,"Amblyospora","Amblyosporidae",NA,NA,"Fungi","Protozoa","Microspora","Simulium ornatum","","",1,NA,"Microsporea (Microsporida)","Amblyospora bracteata","Pest"
"156","Simulium variegatum","446483",TRUE,"Simulium","Simuliidae","Diptera","Insecta","191599",TRUE,"Amblyospora","Amblyosporidae",NA,NA,"Fungi","Protozoa","Microspora","Simulium variegatum","","",1,NA,"Microsporea (Microsporida)","Amblyospora bracteata",NA
"157","Simulium venustum","7194",TRUE,"Simulium","Simuliidae","Diptera","Insecta","191599",TRUE,"Amblyospora","Amblyosporidae",NA,NA,"Fungi","Protozoa","Microspora","Simulium venustum","","",1,NA,"Microsporea (Microsporida)","Amblyospora bracteata",NA
"158","Simulium hirtipes",NA,FALSE,NA,NA,NA,NA,"191599",TRUE,"Amblyospora","Amblyosporidae",NA,NA,"Fungi","Protozoa","Microspora","Simulium hirtipes","","fat body",1,NA,"Microsporea (Microsporida)","Amblyospora bracteata",NA
"159","Rhyacophila fuscula","177635",TRUE,"Rhyacophila","Rhyacophilidae","Trichoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Rhyacophila fuscula","","fat body",1,NA,"Microsporea (Microsporida)","Amblyospora callosa","Wildlife"
"160","Culiseta incidens","1582038",TRUE,"Culiseta","Culicidae","Diptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Culiseta incidens","Larva","Hemocoel; fat body",1,NA,"Microsporea (Microsporida)","Amblyospora campbelli","Pest"
"161","Aedes canadensis","228917",TRUE,"Ochlerotatus","Culicidae","Diptera","Insecta","191594",TRUE,"Amblyospora","Amblyosporidae",NA,NA,"Fungi","Protozoa","Microspora","Aedes canadensis","Larva","Adipose tissue",1,NA,"Microsporea (Microsporida)","Amblyospora canadensis","Pest"
"162","Culex erythrothorax","42428",TRUE,"Culex","Culicidae","Diptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Culex erythrothorax","Larva","Hemocoel; Oenocytes (male larvae); fat body",1,NA,"Microsporea (Microsporida)","Amblyospora gigantea","Pest"
"163","Culiseta inornata","704160",TRUE,"Culiseta","Culicidae","Diptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Culiseta inornata","Larva","Hemocoel, fat body",1,NA,"Microsporea (Microsporida)","Amblyospora inimica","Pest"
"164","Aedeomyia squamipennis","139058",TRUE,"Aedeomyia","Culicidae","Diptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Aedeomyia squamipennis","","Adipose tissue",1,NA,"Microsporea (Microsporida)","Amblyospora keenani",NA
"165","Aedes communis  ","329099",TRUE,"Ochlerotatus","Culicidae","Diptera","Insecta","191589",TRUE,"Amblyospora","Amblyosporidae",NA,NA,"Fungi","Protozoa","Microspora","Aedes communis","Larva","Hemolymph; adipose tissue",1,NA,"Microsporea (Microsporida)","Amblyospora khaliulini",NA
"166","Polycentropus flavomaculatus","185640",TRUE,"Polycentropus","Polycentropodidae","Trichoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Polycentropus flavomaculatus","Larva","fat body",1,NA,"Microsporea (Microsporida)","Amblyospora lairdi","Wildlife"
"167","Culex erraticus","42427",TRUE,"Culex","Culicidae","Diptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Culex erraticus","Larva","Adipose tissue",1,NA,"Microsporea (Microsporida)","Amblyospora minuta","Pest"
"168","Culex territans","42431",TRUE,"Culex","Culicidae","Diptera","Insecta","191593",TRUE,"Amblyospora","Amblyosporidae",NA,NA,"Fungi","Protozoa","Microspora","Culex territans","LarvaAdult","fat body; Adipose tissue of larvae; Oenocytes and ovaries of adult females",1,NA,"Microsporea (Microsporida)","Amblyospora opacita","Pest"
"169","Aedes nemorosus",NA,FALSE,NA,NA,NA,NA,"191593",TRUE,"Amblyospora","Amblyosporidae",NA,NA,"Fungi","Protozoa","Microspora","Aedes nemorosus","","",1,NA,"Microsporea (Microsporida)","Amblyospora opacita",NA
"170","Aedes vexans","7163",TRUE,"Aedes","Culicidae","Diptera","Insecta","191593",TRUE,"Amblyospora","Amblyosporidae",NA,NA,"Fungi","Protozoa","Microspora","Aedes vexans","Larva","",1,NA,"Microsporea (Microsporida)","Amblyospora opacita","Pest"
"171","Aedes annulipes","866103",TRUE,"Ochlerotatus","Culicidae","Diptera","Insecta","191593",TRUE,"Amblyospora","Amblyosporidae",NA,NA,"Fungi","Protozoa","Microspora","Aedes annulipes","Larva","fat body",1,NA,"Microsporea (Microsporida)","Amblyospora opacita",NA
"172","Trichostegia minor","1271749",TRUE,"Trichostegia","Phryganeidae","Trichoptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Trichostegia minor","Larva","fat body; silk glands and digestive tract",1,NA,"Microsporea (Microsporida)","Systenostrema trichostegiae","Wildlife"
"173","Aedes melanimon","767022",TRUE,"Ochlerotatus","Culicidae","Diptera","Insecta",NA,FALSE,NA,NA,NA,NA,NA,"Protozoa","Microspora","Aedes melanimon","Larva","Adipose tissue, oenocytes",1,NA,"Microsporea (Microsporida)","Amblyospora unica","Wildlife"
"174","Aedes thibaulti","1205945",TRUE,"Ochlerotatus","Culicidae","Diptera","Insecta","33688",TRUE,"Amblyospora","Amblyosporidae",NA,NA,"Fungi","Protozoa","Microspora","Aedes thibaulti","Larva","fat body",1,NA,"Microsporea (Microsporida)","Amblyospora sp.","Pest"
"175","Culex pipiens pipiens","7175",TRUE,"Culex","Culicidae","Diptera","Insecta","33688",TRUE,"Amblyospora","Amblyosporidae",NA,NA,"Fungi","Protozoa","Microspora","Culex pipiens pipiens","Larva","Fat body",1,NA,"Microsporea (Microsporida)","Amblyospora sp.","Pest"
"176","Aedes fitchii","743691",TRUE,"Ochlerotatus","Culicidae","Diptera","Insecta","33688",TRUE,"Amblyospora","Amblyosporidae",NA,NA,"Fungi","Protozoa","Microspora","Aedes fitchii","Larva"," fat body",1,NA,"Microsporea (Microsporida)","Amblyospora sp.","Pest"
"177","Aedes grossbecki","228920",TRUE,"Ochlerotatus","Culicidae","Diptera","Insecta","33688",TRUE,"Amblyospora","Amblyosporidae",NA,NA,"Fungi","Protozoa","Microspora","Aedes grossbecki","Larva","Oenocytes; Adipose tissue",1,NA,"Microsporea (Microsporida)","Amblyospora sp.","Pest"
"178","Aedes hexodontus","767797",TRUE,"Ochlerotatus","Culicidae","Diptera","Insecta","33688",TRUE,"Amblyospora","Amblyosporidae",NA,NA,"Fungi","Protozoa","Microspora","Aedes hexodontus","Larva","fat body",1,NA,"Microsporea (Microsporida)","Amblyospora sp.","Pest"
"179","Aedes increpitus","1205938",TRUE,"Ochlerotatus","Culicidae","Diptera","Insecta","33688",TRUE,"Amblyospora","Amblyosporidae",NA,NA,"Fungi","Protozoa","Microspora","Aedes increpitus","Larva","Oenocytes; Adipose tissue",1,NA,"Microsporea (Microsporida)","Amblyospora sp.","Pest"
