HostSpecies,HostTaxID,HostGenus,HostFamily,HostOrder,HostClass
Polygonia satyrus,171602,Nymphalis,Nymphalidae,Lepidoptera,Insecta
Vanessa atalanta,42275,Vanessa,Nymphalidae,Lepidoptera,Insecta
Vanessa cardui,171605,Vanessa,Nymphalidae,Lepidoptera,Insecta
Vanessa prorsa,NA,NA,NA,NA,NA
Aphania geminata,NA,NA,NA,NA,NA
Eucosma ancyrota,NA,NA,NA,NA,NA
Rhyacionia duplana,1870290,Rhyacionia,Tortricidae,Lepidoptera,Insecta
Spilonota ocellana,572898,Spilonota,Tortricidae,Lepidoptera,Insecta
Zeiraphera improbana,572798,Zeiraphera,Tortricidae,Lepidoptera,Insecta
Graphium sarpedon,76205,Graphium,Papilionidae,Lepidoptera,Insecta
Luehdorfia japonica,76208,Luehdorfia,Papilionidae,Lepidoptera,Insecta
Papilio machaon,76193,Papilio,Papilionidae,Lepidoptera,Insecta
Papilio machaon hippocrates,76193,Papilio,Papilionidae,Lepidoptera,Insecta
Papilio podalirius,NA,NA,NA,NA,NA
Aporia crataegi,129397,Aporia,Pieridae,Lepidoptera,Insecta
Catopsilia pomona,320267,Catopsilia,Pieridae,Lepidoptera,Insecta
Colias electo,447136,Colias,Pieridae,Lepidoptera,Insecta
Colias eurytheme,42296,Colias,Pieridae,Lepidoptera,Insecta
Colias lesbia,2049084,Colias,Pieridae,Lepidoptera,Insecta
Colias philodice,72851,Colias,Pieridae,Lepidoptera,Insecta
Euchloe cardamines,NA,NA,NA,NA,NA
Gonepteryx rhamni ,78609,Gonepteryx,Pieridae,Lepidoptera,Insecta
Neophasia menapia,320215,Neophasia,Pieridae,Lepidoptera,Insecta
Pieris brassicae,7116,Pieris,Pieridae,Lepidoptera,Insecta
Pieris melete,270461,Pieris,Pieridae,Lepidoptera,Insecta
Canephoria asiatica,NA,NA,NA,NA,NA
Cryptothelea junodi,NA,NA,NA,NA,NA
Oiketicus kirbyi,201386,Oiketicus,Psychidae,Lepidoptera,Insecta
Thyridopteryx ephemeraeformis,93886,Thyridopteryx,Psychidae,Lepidoptera,Insecta
Achroia grisella,688607,Achroia,Pyralidae,Lepidoptera,Insecta
Algedonia coclesalis,NA,NA,NA,NA,NA
Cactoblastis cactorum,59379,Cactoblastis,Pyralidae,Lepidoptera,Insecta
Chilo suppressalis,168631,Chilo,Crambidae,Lepidoptera,Insecta
Cnaphalocrocis medinalis,437488,Cnaphalocrocis,Crambidae,Lepidoptera,Insecta
Corcyra cephalonica,139036,Corcyra,Pyralidae,Lepidoptera,Insecta
Diaphania indica,390977,Diaphania,Crambidae,Lepidoptera,Insecta
Diatraea grandiosella,61289,Diatraea,Crambidae,Lepidoptera,Insecta
Dichocrocis punctiferalis,1133088,Conogethes,Crambidae,Lepidoptera,Insecta
Cadra cautella,12985,Cadra,Pyralidae,Lepidoptera,Insecta
Ephestia elutella,1373157,Ephestia,Pyralidae,Lepidoptera,Insecta
Galleria mellonella,7137,Galleria,Pyralidae,Lepidoptera,Insecta
Loxostege sticticalis,481309,Loxostege,Crambidae,Lepidoptera,Insecta
Nacoleia octosema,NA,NA,NA,NA,NA
Nagia balteata,NA,NA,NA,NA,NA
Nagia inferior,NA,NA,NA,NA,NA
Amyelois transitella,680683,Amyelois,Pyralidae,Lepidoptera,Insecta
Plodia interpunctella ,58824,Plodia,Pyralidae,Lepidoptera,Insecta
Sybrida misakiensis,NA,NA,NA,NA,NA
Sylepta derogata,517475,Haritalodes,Crambidae,Lepidoptera,Insecta
Tetralopha scortealis,NA,NA,NA,NA,NA
Witlesia sabulosella,NA,NA,NA,NA,NA
Actias luna,63976,Actias,Saturniidae,Lepidoptera,Insecta
Actias selene,37776,Actias,Saturniidae,Lepidoptera,Insecta
Anisota senatoria,1337568,Anisota,Saturniidae,Lepidoptera,Insecta
Opodiphthera eucalypti,180277,Opodiphthera,Saturniidae,Lepidoptera,Insecta
Antheraea pernyi,7119,Antheraea,Saturniidae,Lepidoptera,Insecta
Antheraea polyphemus,7120,Antheraea,Saturniidae,Lepidoptera,Insecta
Antheraea yamamai,7121,Antheraea,Saturniidae,Lepidoptera,Insecta
Automeris aurantiaca,NA,NA,NA,NA,NA
Automeris io,82589,Automeris,Saturniidae,Lepidoptera,Insecta
Automeris memusae,NA,NA,NA,NA,NA
Coloradia pandora,1346755,Coloradia,Saturniidae,Lepidoptera,Insecta
Dictyoploca japonica,37778,Saturnia,Saturniidae,Lepidoptera,Insecta
Hemileuca tricolor,167088,Hemileuca,Saturniidae,Lepidoptera,Insecta
Hylesia nigricans,1216696,Hylesia,Saturniidae,Lepidoptera,Insecta
Nudaurelia cytherea cytherea,NA,NA,NA,NA,NA
Hemileuca eglanterina,167094,Hemileuca,Saturniidae,Lepidoptera,Insecta
Samia cynthia pryeri,7127,Samia,Saturniidae,Lepidoptera,Insecta
Saturnia pyri,332930,Saturnia,Saturniidae,Lepidoptera,Insecta
Dira megera,NA,NA,NA,NA,NA
Pararge aegeria,116150,Pararge,Nymphalidae,Lepidoptera,Insecta
Scythris sinensis,1448917,Scythris,Scythrididae,Lepidoptera,Insecta
Bembecia contracta,NA,NA,NA,NA,NA
Paranthrene pernix,NA,NA,NA,NA,NA
Hyles euphorbiae,283855,Hyles,Sphingidae,Lepidoptera,Insecta
Hyles lineata,103890,Hyles,Sphingidae,Lepidoptera,Insecta
Cephonodes hylas,151547,Cephonodes,Sphingidae,Lepidoptera,Insecta
Deilephila elpenor,283834,Deilephila,Sphingidae,Lepidoptera,Insecta
Mimas tiliae,522848,Mimas,Sphingidae,Lepidoptera,Insecta
Hippotion eson,283869,Hippotion,Sphingidae,Lepidoptera,Insecta
Sphinx pinastri,987436,Sphinx,Sphingidae,Lepidoptera,Insecta
Macroglossum pyrrhosticta,2859697,Macroglossum,Sphingidae,Lepidoptera,Insecta
Manduca sexta,7130,Manduca,Sphingidae,Lepidoptera,Insecta
Pachysphynx  modesta,NA,NA,NA,NA,NA
Psilogramma increta,522873,Psilogramma,Sphingidae,Lepidoptera,Insecta
Smerinthus ocellata,469260,Smerinthus,Sphingidae,Lepidoptera,Insecta
Smerinthus ocellata atlanticus,NA,NA,NA,NA,NA
Sphinx ligustri,470732,Sphinx,Sphingidae,Lepidoptera,Insecta
Theretra japonica,644662,Theretra,Sphingidae,Lepidoptera,Insecta
Theretra nessus,1088303,Theretra,Sphingidae,Lepidoptera,Insecta
Theretra oldenlandiae,1088304,Theretra,Sphingidae,Lepidoptera,Insecta
Thaumetopoea pityocampa,208016,Thaumetopoea,Notodontidae,Lepidoptera,Insecta
Thaumetopoea processionea,499230,Thaumetopoea,Notodontidae,Lepidoptera,Insecta
Thaumetopoea wilkinsoni,408244,Thaumetopoea,Notodontidae,Lepidoptera,Insecta
Tinea pellionella,41014,Tinea,Tineidae,Lepidoptera,Insecta
Tineola bisselliella,93883,Tineola,Tineidae,Lepidoptera,Insecta
Acleris gloverana,989723,Acleris,Tortricidae,Lepidoptera,Insecta
Acleris variana,904080,Acleris,Tortricidae,Lepidoptera,Insecta
Adoxophyes fasciata,NA,NA,NA,NA,NA
Adoxophyes orana,480707,Adoxophyes,Tortricidae,Lepidoptera,Insecta
Choristoneura murinana,106494,Choristoneura,Tortricidae,Lepidoptera,Insecta
Choristoneura occidentalis,27541,Choristoneura,Tortricidae,Lepidoptera,Insecta
Choristoneura pinus,27542,Choristoneura,Tortricidae,Lepidoptera,Insecta
Choristoneura rosaceana,27543,Choristoneura,Tortricidae,Lepidoptera,Insecta
Epiphyas postvittana,65032,Epiphyas,Tortricidae,Lepidoptera,Insecta
Homona coffearia,NA,NA,NA,NA,NA
Homona magnanima,410822,Homona,Tortricidae,Lepidoptera,Insecta
Merophyas divulsana,1375107,Merophyas,Tortricidae,Lepidoptera,Insecta
Pandemis lamprosana,1144656,Pandemis,Tortricidae,Lepidoptera,Insecta
Platynota idaeusalis,81692,Platynota,Tortricidae,Lepidoptera,Insecta
Ptycholomoides aeriferana,1858066,Ptycholomoides,Tortricidae,Lepidoptera,Insecta
Sparganothis pettitana,687138,Sparganothis,Tortricidae,Lepidoptera,Insecta
Tortrix viridana,311328,Tortrix,Tortricidae,Lepidoptera,Insecta
Argyresthia conjugella,687015,Argyresthia,Argyresthiidae,Lepidoptera,Insecta
Plutella xylostella,51655,Plutella,Plutellidae,Lepidoptera,Insecta
Yponomeuta cagnatella,NA,NA,NA,NA,NA
Yponomeuta evonymella,2567737,Yponomeuta,Yponomeutidae,Lepidoptera,Insecta
Yponomeuta malinellus,33466,Yponomeuta,Yponomeutidae,Lepidoptera,Insecta
Yponomeuta mayumivorellus,NA,NA,NA,NA,NA
Yponomeuta padella,2567738,Yponomeuta,Yponomeutidae,Lepidoptera,Insecta
Aglaope infausta,287202,Aglaope,Zygaenidae,Lepidoptera,Insecta
Artona funeralis,NA,NA,NA,NA,NA
Illiberis pruni,2478356,Illiberis,Zygaenidae,Lepidoptera,Insecta
Pidorus glaucopis atratus,NA,NA,NA,NA,NA
Pryeria sinica,287217,Pryeria,Zygaenidae,Lepidoptera,Insecta
Chrysopa perla,260543,Chrysopa,Chrysopidae,Neuroptera,Insecta
Hemerobius stigma,1504848,Hemerobius,Hemerobiidae,Neuroptera,Insecta
Acrida turrita,62766,Acrida,Acrididae,Orthoptera,Insecta
Atractomorpha lata,63223,Atractomorpha,Pyrgomorphidae,Orthoptera,Insecta
Neophylax sp.,177662,Neophylax,Uenoidae,Trichoptera,Insecta
Blaps mortisaga,NA,NA,NA,NA,NA
Helodes minutes,NA,NA,NA,NA,NA
Diaperis boleti,433215,Diaperis,Tenebrionidae,Coleoptera,Insecta
Ips typographus,55986,Ips,Curculionidae,Coleoptera,Insecta
Sciara sp.,82677,Sciara,Sciaridae,Diptera,Insecta
Blattella germanica,6973,Blattella,Ectobiidae,Blattodea,Insecta
Cloeon rufulum,NA,NA,NA,NA,NA
Centroptilum luteolum,197150,Centroptilum,Baetidae,Ephemeroptera,Insecta
Cloeon dipterum,197152,Cloeon,Baetidae,Ephemeroptera,Insecta
Chaoborus crystallinus ,41813,Chaoborus,Chaoboridae,Diptera,Insecta
Chironomus sp.,NA,NA,NA,NA,NA
Camptochironomus tentans,NA,NA,NA,NA,NA
Culex tritaeniorhynchus,7178,Culex,Culicidae,Diptera,Insecta
Culex gelidus,308713,Culex,Culicidae,Diptera,Insecta
Culiseta longiareolata,1206072,Culiseta,Culicidae,Diptera,Insecta
Anopheles dureni,2748953,Anopheles,Culicidae,Diptera,Insecta
Anopheles pseudopunctipennis franciscanus,NA,NA,NA,NA,NA
Bacillus rossius,75184,Bacillus,Bacillidae,Phasmatodea,Insecta
Bibio varipes,NA,NA,NA,NA,NA
Geotrupes stercorarius,166345,Geotrupes,Geotrupidae,Coleoptera,Insecta
Geotrupes stercorosus,260542,Anoplotrupes,Geotrupidae,Coleoptera,Insecta
Geotrupes vernalis,NA,NA,NA,NA,NA
Prochironomus anomalus,NA,NA,NA,NA,NA
Blatta orientalis,6976,Blatta,Blattidae,Blattodea,Insecta
Simulium ochraceum,1452912,Simulium,Simuliidae,Diptera,Insecta
Mochlonyx velutinus,2516900,Mochlonyx,Chaoboridae,Diptera,Insecta
Chloroperla sp.,466661,Chloroperla,Chloroperlidae,Plecoptera,Insecta
Ascotis selenaria reciprocaria,NA,NA,NA,NA,NA
Agrotis c-nigrum,987431,Xestia,Noctuidae,Lepidoptera,Insecta
Chloridea obsoleta,NA,NA,NA,NA,NA
Chloridea dipsacea,NA,NA,NA,NA,NA
Pandemis corylana,1101029,Pandemis,Tortricidae,Lepidoptera,Insecta
Simulium aureum,630741,Simulium,Simuliidae,Diptera,Insecta
Simulium bezzii,1419335,NA,Curculionidae,Coleoptera,Insecta
Baetis rhodani,189839,Baetis,Baetidae,Ephemeroptera,Insecta
Euborellia plebeja,146845,Euborellia,Anisolabididae,Dermaptera,Insecta
Culicoides sp.,NA,NA,NA,NA,NA
Aedes canadensis,228917,Ochlerotatus,Culicidae,Diptera,Insecta
Toxorhynchites rutilus septentrionalis,53553,Toxorhynchites,Culicidae,Diptera,Insecta
Ephemera danica,1049336,Ephemera,Ephemeridae,Ephemeroptera,Insecta
Reticulitermes lucifugus  ,127386,Reticulitermes,Rhinotermitidae,Blattodea,Insecta
Reticulitermes flavipes,36989,Reticulitermes,Rhinotermitidae,Blattodea,Insecta
Coptotermes heimi,282472,Coptotermes,Rhinotermitidae,Blattodea,Insecta
Epeorus torrentium,NA,NA,NA,NA,NA
Rhithrogena semicolorata,1351858,Rhithrogena,Heptageniidae,Ephemeroptera,Insecta
Endochironomus nynchoides,NA,NA,NA,NA,NA
Baetis pygmata,NA,NA,NA,NA,NA
Omophlus rugisicollis ,NA,NA,NA,NA,NA
Simulium reptans columbaczense,NA,NA,NA,NA,NA
Chaoborus plumicornis,NA,NA,NA,NA,NA
Chaoborus flavicans,204564,Chaoborus,Chaoboridae,Diptera,Insecta
Chaoborus astictopus,53523,Chaoborus,Chaoboridae,Diptera,Insecta
Trichocladius sp.,NA,NA,NA,NA,NA
Diamesa thienamanni,NA,NA,NA,NA,NA
Simulium maculatum,2483477,Simulium,Simuliidae,Diptera,Insecta
Simulium damnosum,37338,Simulium,Simuliidae,Diptera,Insecta
Anopheles maculipennis,41429,Anopheles,Culicidae,Diptera,Insecta
Tanytarsus sp.,288802,Tanytarsus,Chironomidae,Diptera,Insecta
Limnephilus rhombicus,692089,Limnephilus,Limnephilidae,Trichoptera,Insecta
Tanypus varius,NA,NA,NA,NA,NA
Plectrocnemia geniculata,623628,Plectrocnemia,Polycentropodidae,Trichoptera,Insecta
Anopheles sp.,NA,NA,NA,NA,NA
Rhithrogena hybrida,1678820,Rhithrogena,Heptageniidae,Ephemeroptera,Insecta
Tipula lateralis,2025111,Tipula,Tipulidae,Diptera,Insecta
Vanessa urticae,NA,NA,NA,NA,NA
Simulium reptans,61066,Simulium,Simuliidae,Diptera,Insecta
Baetis pumilis,NA,NA,NA,NA,NA
Solenopsis invicta,13686,Solenopsis,Formicidae,Hymenoptera,Insecta
Crambus trisectus,NA,NA,NA,NA,NA
Tehama bonifatella,1763973,Tehama,Crambidae,Lepidoptera,Insecta
Culex territans,42431,Culex,Culicidae,Diptera,Insecta
Phryganea grandis ,699844,Phryganea,Phryganeidae,Trichoptera,Insecta
Trichostegia minor,1271749,Trichostegia,Phryganeidae,Trichoptera,Insecta
Aedes squamiger,767024,Ochlerotatus,Culicidae,Diptera,Insecta
Simulium monticola,2025110,Simulium,Simuliidae,Diptera,Insecta
Simulium variegatum,446483,Simulium,Simuliidae,Diptera,Insecta
Simulium hirtipes,NA,NA,NA,NA,NA
Rhyacophila fuscula,177635,Rhyacophila,Rhyacophilidae,Trichoptera,Insecta
Culiseta incidens,1582038,Culiseta,Culicidae,Diptera,Insecta
Culex erythrothorax,42428,Culex,Culicidae,Diptera,Insecta
Aedeomyia squamipennis,139058,Aedeomyia,Culicidae,Diptera,Insecta
Aedes communis  ,329099,Ochlerotatus,Culicidae,Diptera,Insecta
Polycentropus flavomaculatus,185640,Polycentropus,Polycentropodidae,Trichoptera,Insecta
Culex erraticus,42427,Culex,Culicidae,Diptera,Insecta
Anopheles eiseni,184757,Anopheles,Culicidae,Diptera,Insecta
Aedes nemorosus,NA,NA,NA,NA,NA
Aedes melanimon,767022,Ochlerotatus,Culicidae,Diptera,Insecta
Aedes thibaulti,1205945,Ochlerotatus,Culicidae,Diptera,Insecta
Aedes abserratus,329100,Ochlerotatus,Culicidae,Diptera,Insecta
Culex pipiens pipiens,7175,Culex,Culicidae,Diptera,Insecta
Aedes cinereus,120872,Aedes,Culicidae,Diptera,Insecta
Aedes fitchii,743691,Ochlerotatus,Culicidae,Diptera,Insecta
Aedes grossbecki,228920,Ochlerotatus,Culicidae,Diptera,Insecta
Aedes hexodontus,767797,Ochlerotatus,Culicidae,Diptera,Insecta
Aedes increpitus,1205938,Ochlerotatus,Culicidae,Diptera,Insecta
Aedes pullatus,120876,Ochlerotatus,Culicidae,Diptera,Insecta
Aedes punctor,46209,Ochlerotatus,Culicidae,Diptera,Insecta
Aedes riparius,743694,Ochlerotatus,Culicidae,Diptera,Insecta
Aedes stimulans,228919,Ochlerotatus,Culicidae,Diptera,Insecta
Aedes taeniorhynchus,329105,Ochlerotatus,Culicidae,Diptera,Insecta
Aedes ventrovittis,1205948,Ochlerotatus,Culicidae,Diptera,Insecta
Culex annulirostris,162997,Culex,Culicidae,Diptera,Insecta
Culex peus,NA,NA,NA,NA,NA
Culiseta annulata,332058,Culiseta,Culicidae,Diptera,Insecta
Culiseta impatiens,174826,Culiseta,Culicidae,Diptera,Insecta
Culiseta particeps,1206282,Culiseta,Culicidae,Diptera,Insecta
Mansonia dyari,2663023,Mansonia,Culicidae,Diptera,Insecta
Mansonia leberi,NA,NA,NA,NA,NA
Coquillettidia perturbens,NA,NA,NA,NA,NA
Corethrella brakeleyi,2203728,Corethrella,Chaoboridae,Diptera,Insecta
Nepa cinerea,280154,Nepa,Nepidae,Hemiptera,Insecta
Anopheles pseudojamesi,516961,Anopheles,Culicidae,Diptera,Insecta
Anopheles punctipennis,102899,Anopheles,Culicidae,Diptera,Insecta
Anopheles varuna,93948,Anopheles,Culicidae,Diptera,Insecta
Anopheles pretoriensis,1141471,Anopheles,Culicidae,Diptera,Insecta
Anopheles barbirostris,112267,Anopheles,Culicidae,Diptera,Insecta
Anopheles funestus,62324,Anopheles,Culicidae,Diptera,Insecta
Anopheles pharoensis,221566,Anopheles,Culicidae,Diptera,Insecta
Anopheles pseudopunctipennis,46955,Anopheles,Culicidae,Diptera,Insecta
Anopheles subpictus,59160,Anopheles,Culicidae,Diptera,Insecta
Anopheles triannulatus,58253,Anopheles,Culicidae,Diptera,Insecta
Anopheles vagus,142887,Anopheles,Culicidae,Diptera,Insecta
Anopheles walkeri,49923,Anopheles,Culicidae,Diptera,Insecta
Wyeomyia vanduzeei,857315,Wyeomyia,Culicidae,Diptera,Insecta
Tabanus lineola,NA,NA,NA,NA,NA
Ceratopogon sp.,209707,Ceratopogon,Ceratopogonidae,Diptera,Insecta
Orthocladius sp.,288845,Orthocladius,Chironomidae,Diptera,Insecta
Endochironomus juncicola,NA,NA,NA,NA,NA
Calliphora vicina,7373,Calliphora,Calliphoridae,Diptera,Insecta
Aphis rumicis,345560,Aphis,Aphididae,Hemiptera,Insecta
Gerris najas,NA,NA,NA,NA,NA
Notonecta marmorea viridis,NA,NA,NA,NA,NA
Aeshna grandis,126236,Aeshna,Aeshnidae,Odonata,Insecta
Ephemerella ignita,1077841,Serratella,Ephemerellidae,Ephemeroptera,Insecta
Ephemerella lepnevae,NA,NA,NA,NA,NA
Trachea secalis,NA,NA,NA,NA,NA
Dicrotendipes californicus,NA,NA,NA,NA,NA
Ephemera vulgata,364141,Ephemera,Ephemeridae,Ephemeroptera,Insecta
Rhyacophila obliterata,460686,Rhyacophila,Rhyacophilidae,Trichoptera,Insecta
Simulium latipes,1780257,Simulium,Simuliidae,Diptera,Insecta
Prosimulium sp.,13645,Prosimulium,Simuliidae,Diptera,Insecta
Prosimulium magnum,13647,Prosimulium,Simuliidae,Diptera,Insecta
Prosimulium multidentatum,NA,NA,NA,NA,NA
Prosimulium alpestre,NA,NA,NA,NA,NA
Cnephia mutata,13694,Stegopterna,Simuliidae,Diptera,Insecta
Prosimulium hirtipes,1116920,Prosimulium,Simuliidae,Diptera,Insecta
Drosophila confusa,NA,NA,NA,NA,NA
Drosophila pleurolineata,NA,NA,NA,NA,NA
Musca sorbens,411865,Musca,Muscidae,Diptera,Insecta
Phormia regina,7380,Phormia,Calliphoridae,Diptera,Insecta
Cochliomyia macellaria,66361,Cochliomyia,Calliphoridae,Diptera,Insecta
Pollenia rudis,229640,Pollenia,NA,Diptera,Insecta
Ceratitis capitata,7213,Ceratitis,Tephritidae,Diptera,Insecta
Fannia scalaris,1297059,Fannia,Fanniidae,Diptera,Insecta
Panstrongylus megistus,65343,Panstrongylus,Reduviidae,Hemiptera,Insecta
Chaoborus  sp.,41812,Chaoborus,Chaoboridae,Diptera,Insecta
Sciara ocellaris,82678,Sciara,Sciaridae,Diptera,Insecta
Prosimulium inflatum,NA,NA,NA,NA,NA
Gymnopais sp.,61042,Gymnopais,Simuliidae,Diptera,Insecta
Lithosia complana,NA,NA,NA,NA,NA
Laothoe populi,522836,Laothoe,Sphingidae,Lepidoptera,Insecta
Dicanura vinula,NA,NA,NA,NA,NA
Catocala elocacta,NA,NA,NA,NA,NA
Catocala nupta,423320,Catocala,Erebidae,Lepidoptera,Insecta
Calamia virens,NA,NA,NA,NA,NA
Phytometra gamma,NA,NA,NA,NA,NA
Hyalophora cecropia,7123,Hyalophora,Saturniidae,Lepidoptera,Insecta
Schistocerca americana,7009,Schistocerca,Acrididae,Orthoptera,Insecta
Bombus pascuorum,65598,Bombus,Apidae,Hymenoptera,Insecta
Bombus sylvarum,218859,Bombus,Apidae,Hymenoptera,Insecta
Apis florea,7463,Apis,Apidae,Hymenoptera,Insecta
Brassolis astyra,NA,NA,NA,NA,NA
Scea auriflamma,NA,NA,NA,NA,NA
Baetis sp.,189838,Baetis,Baetidae,Ephemeroptera,Insecta
Caenis macura,NA,NA,NA,NA,NA
Ecdyonurus venosus,940665,Ecdyonurus,Heptageniidae,Ephemeroptera,Insecta
Tipula gigantea,NA,NA,NA,NA,NA
Cactoblastis sp.,59378,Cactoblastis,Pyralidae,Lepidoptera,Insecta
Campoletis perdistinctus  ,NA,NA,NA,NA,NA
Catolaccus aeneoviridis,NA,NA,NA,NA,NA
Nonagria cannae,NA,NA,NA,NA,NA
Cardiochiles nigriceps,51531,Toxoneuron,Braconidae,Hymenoptera,Insecta
Prodiamesa olivacea,288840,Prodiamesa,Chironomidae,Diptera,Insecta
Coccinella septempunctata,41139,Coccinella,Coccinellidae,Coleoptera,Insecta
Hippodamia tredecimpunctata,1514968,Hippodamia,Coccinellidae,Coleoptera,Insecta
Myrrha octodecimguttata,703265,Myrrha,Coccinellidae,Coleoptera,Insecta
Cossus cossus,753294,Cossus,Cossidae,Lepidoptera,Insecta
Melanoplus confusus,103637,Melanoplus,Acrididae,Orthoptera,Insecta
Cynaeus angustus,1553252,Cynaeus,Tenebrionidae,Coleoptera,Insecta
Dendroctonus pseudotsugae,77167,Dendroctonus,Curculionidae,Coleoptera,Insecta
Phthorimaea operculella,192464,Phthorimaea,Gelechiidae,Lepidoptera,Insecta
Danaus erippus,166451,Danaus,Nymphalidae,Lepidoptera,Insecta
Catopsilia eubule,NA,NA,NA,NA,NA
Danaus gilippus,166024,Danaus,Nymphalidae,Lepidoptera,Insecta
Bracon mellitor,NA,NA,NA,NA,NA
Gastrophysa polygoni,878018,Gastrophysa,Chrysomelidae,Coleoptera,Insecta
Gonocephalum arenarium,NA,NA,NA,NA,NA
Halisidota sp.,214158,Halysidota,Erebidae,Lepidoptera,Insecta
Hippodamia convergens,64696,Hippodamia,Coccinellidae,Coleoptera,Insecta
Hydraecia micacea,214171,Hydraecia,Noctuidae,Lepidoptera,Insecta
Hydria sp.,1870650,Hydria,Geometridae,Lepidoptera,Insecta
Dione juno,33461,Dione,Nymphalidae,Lepidoptera,Insecta
Hypera postica,36757,Hypera,Curculionidae,Coleoptera,Insecta
Hylephila phyleus,40095,Hylephila,Hesperiidae,Lepidoptera,Insecta
Cadra figulilella,1371672,Cadra,Pyralidae,Lepidoptera,Insecta
Drosophila willistoni,7260,Drosophila,Drosophilidae,Diptera,Insecta
Leptinotarsa decemlineata,7539,Leptinotarsa,Chrysomelidae,Coleoptera,Insecta
Boisea trivittata,1255142,Boisea,Rhopalidae,Hemiptera,Insecta
Leptura rubra,NA,NA,NA,NA,NA
Locusta migratoria,7004,Locusta,Acrididae,Orthoptera,Insecta
Melanoplus bivittatus,103633,Melanoplus,Acrididae,Orthoptera,Insecta
Dissosteira carolina,37265,Dissosteira,Acrididae,Orthoptera,Insecta
Schistocerca gregaria,7010,Schistocerca,Acrididae,Orthoptera,Insecta
Chorthippus albomarginatus,294303,Chorthippus,Acrididae,Orthoptera,Insecta
Melanoplus sanguinipes sanguinipes,65742,Melanoplus,Acrididae,Orthoptera,Insecta
Melanoplus gladstoni,103644,Melanoplus,Acrididae,Orthoptera,Insecta
Melanoplus infantilis,103645,Melanoplus,Acrididae,Orthoptera,Insecta
Melanoplus packardi,NA,NA,NA,NA,NA
Phoetaliotes nebrascensis,156590,Phoetaliotes,Acrididae,Orthoptera,Insecta
Opeia obscura,1034392,Opeia,Acrididae,Orthoptera,Insecta
Amphitornus coloradus,1034434,Amphitornus,Acrididae,Orthoptera,Insecta
Ageneotettix deorum,355377,Ageneotettix,Acrididae,Orthoptera,Insecta
Phlibostroma quadrimaculatum,355406,Phlibostroma,Acrididae,Orthoptera,Insecta
Encoptolophus costalis,37252,Encoptolophus,Acrididae,Orthoptera,Insecta
Spharagemon campestris,37256,Spharagemon,Acrididae,Orthoptera,Insecta
Hesperotettix viridis viridis,144588,Hesperotettix,Acrididae,Orthoptera,Insecta
Hypochlora alba,156592,Hypochlora,Acrididae,Orthoptera,Insecta
Aulocara femoratum,355383,Aulocara,Acrididae,Orthoptera,Insecta
Aulocara elliotti,355379,Aulocara,Acrididae,Orthoptera,Insecta
Melanoplus keeleri luridus,NA,NA,NA,NA,NA
Melanoplus foedus,103642,Melanoplus,Acrididae,Orthoptera,Insecta
Metator pardalinus,37259,Metator,Acrididae,Orthoptera,Insecta
Spharagemon equale,NA,NA,NA,NA,NA
Lophocampa flavostica,NA,NA,NA,NA,NA
Aedes aegypti,7159,Aedes,Culicidae,Diptera,Insecta
Mechanitis lysimnia,471059,Mechanitis,Nymphalidae,Lepidoptera,Insecta
Hyposoter ebeninus,1045610,Hyposoter,Ichneumonidae,Hymenoptera,Insecta
Coccygomimus instigator,NA,NA,NA,NA,NA
Hylesia nana,NA,NA,NA,NA,NA
Homoeosoma nebulella,660291,Homoeosoma,Pyralidae,Lepidoptera,Insecta
Nonagria typhae,988137,Nonagria,Noctuidae,Lepidoptera,Insecta
Sesia vespiformis,NA,NA,NA,NA,NA
Sesia culiciformis,NA,NA,NA,NA,NA
Sesia spheciformis,NA,NA,NA,NA,NA
Oryzaephilus surinamensis,41112,Oryzaephilus,Silvanidae,Coleoptera,Insecta
Tribolium castaneum,7070,Tribolium,Tenebrionidae,Coleoptera,Insecta
Pediculus vestimenti,NA,NA,NA,NA,NA
Phyllotreta atra,346827,Phyllotreta,Chrysomelidae,Coleoptera,Insecta
Phyllotreta undulata,346830,Phyllotreta,Chrysomelidae,Coleoptera,Insecta
Leptinotarsa undecemlineata ,2663497,Leptinotarsa,Chrysomelidae,Coleoptera,Insecta
Chelonus annulipes,NA,NA,NA,NA,NA
Macrocentrus gifuensis,NA,NA,NA,NA,NA
Scolytus ensifer,1271750,Scolytus,Curculionidae,Coleoptera,Insecta
Ephemera sp.,50582,Ephemera,Ephemeridae,Ephemeroptera,Insecta
Scolytus scolytus,1002013,Scolytus,Curculionidae,Coleoptera,Insecta
