"","presence","Host","Pathogen","HighTaxon","LowTaxon","LogMaxDose","HostStageTested","HostTissueInfected"
"230",1,"Gerris najas","Toxoglugea gerridis","Microspora","Microsporea (Microsporida)",NA,NA,"fat body"
"231",1,"Notonecta marmorea viridis","Toxoglugea mercieri","Microspora","Microsporea (Microsporida)",NA,NA,"fat body"
"232",1,"Ceratopogon sp.","Toxoglugea octospora","Microspora","Microsporea (Microsporida)",NA,NA,"fat body"
"233",1,"Calliphora vicina","Toxoglugea porterae","Microspora","Microsporea (Microsporida)",NA,NA,"Malpighian tubules; fat body; Gut"
"234",1,"Tanytarsus sp.","Toxoglugea tetraspora","Microspora","Microsporea (Microsporida)",NA,NA,"fat body"
"235",1,"Aeshna grandis","Gurleya aeschnae","Microspora","Microsporea (Microsporida)",NA,NA,"Oenocytes (at the surface of fat body)"
"236",1,"Orthocladius sp.","Gurleya chironomi","Microspora","Microsporea (Microsporida)",NA,NA,"fat body"
"237",1,"Ephemerella ignita","Gurleya legeri","Microspora","Microsporea (Microsporida)",NA,NA,"fat body; Connective tissue; muscle"
"238",1,"Ephemerella lepnevae","Gurleya legeri","Microspora","Microsporea (Microsporida)",NA,NA,"fat body, connective tissue, muscle"
"239",1,"Ephemera danica","Gurleya linearis","Microspora","Microsporea (Microsporida)",NA,NA,"fat body"
"240",1,"Trachea secalis","Gurleya secalisae","Microspora","Microsporea (Microsporida)",NA,NA,"Gut"
"241",1,"Dicrotendipes californicus","Gurleya sp.","Microspora","Microsporea (Microsporida)",NA,NA,""
"242",1,"Ephemera vulgata","Stempellia mutabilis","Microspora","Microsporea (Microsporida)",NA,NA,"Adipose tissue of larva"
"243",1,"Ephemera vulgata","Telomyxa glugeiformis","Microspora","Microsporea (Microsporida)",NA,NA,"Adipose tissue of larva"
"244",1,"Musca domestica","Telomyxa muscarum","Microspora","Microsporea (Microsporida)",NA,NA,"Malpighian tubules; fat body; hemocoel"
"245",1,"Calliphora vicina","Telomyxa muscarum","Microspora","Microsporea (Microsporida)",NA,NA,"Malpighian tubules; fat body; hemocoel"
"246",1,"Calliphora vomitoria","Telomyxa muscarum","Microspora","Microsporea (Microsporida)",NA,NA,"Malpighian tubules; fat body; hemocoel"
"247",1,"Plectrocnemia geniculata","Telomyxa trichopterae","Microspora","Microsporea (Microsporida)",NA,NA,"fat body"
"248",1,"Rhithrogena semicolorata","Tuzetia entericola","Microspora","Microsporea (Microsporida)",NA,NA,"Hindgut (near Malpighian tubules)"
"249",1,"Rhithrogena semicolorata","Tuzetia lipotropha","Microspora","Microsporea (Microsporida)",NA,NA,"fat body"
"250",1,"Polycentropus flavomaculatus","Cougourdella polycentropi","Microspora","Microsporea (Microsporida)",NA,NA,"fat body"
"251",1,"Rhyacophila obliterata","Cougourdella rhyacophilae","Microspora","Microsporea (Microsporida)",NA,NA,""
"252",1,"Simulium hirtipes","Caudospora simulii","Microspora","Microsporea (Microsporida)",NA,NA,"Adipose tissue of larva"
"253",1,"Simulium latipes","Caudospora simulii","Microspora","Microsporea (Microsporida)",NA,NA,""
"254",1,"Prosimulium  fuscum","Caudospora simulii","Microspora","Microsporea (Microsporida)",NA,NA,""
"255",1,"Prosimulium magnum","Caudospora simulii","Microspora","Microsporea (Microsporida)",NA,NA,""
"256",1,"Prosimulium mixtum","Caudospora simulii","Microspora","Microsporea (Microsporida)",NA,NA,""
"257",1,"Prosimulium multidentatum","Caudospora simulii","Microspora","Microsporea (Microsporida)",NA,NA,""
"258",1,"Prosimulium alpestre","Caudospora alaskensis","Microspora","Microsporea (Microsporida)",NA,NA,"fat body"
"259",1,"Simulium sp.","Caudospora alaskensis","Microspora","Microsporea (Microsporida)",NA,NA,""
"260",1,"Simulium adersi","Caudospora nasiae","Microspora","Microsporea (Microsporida)",NA,NA,"fat body"
"261",1,"Prosimulium magnum","Caudospora pennsylvanica","Microspora","Microsporea (Microsporida)",NA,NA,"fat body (presumed)"
"262",1,"Cnephia mutata","Caudospora polymorpha","Microspora","Microsporea (Microsporida)",NA,NA,"fat body"
"263",1,"Prosimulium hirtipes","Caudospora sp.","Microspora","Microsporea (Microsporida)",NA,NA,""
"264",1,"Musca domestica","Octosporea muscaedomesticae","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut epithelium of larva and adult; Malpighian tubules; yolk of egg"
"265",1,"Drosophila confusa","Octosporea muscaedomesticae","Microspora","Microsporea (Microsporida)",NA,NA,"Gut"
"266",1,"Drosophila melanogaster","Octosporea muscaedomesticae","Microspora","Microsporea (Microsporida)",NA,NA,"Gut"
"267",1,"Musca sorbens","Octosporea muscaedomesticae","Microspora","Microsporea (Microsporida)",NA,NA,"Gut"
"268",1,"Calliphora vicina","Octosporea muscaedomesticae","Microspora","Microsporea (Microsporida)",NA,NA,"Gut; Malpighian tubules; body"
"269",1,"Calliphora vomitoria","Octosporea muscaedomesticae","Microspora","Microsporea (Microsporida)",NA,NA,"Gut; Malpighian tubules; body"
"270",1,"Cochliomyia macellaria","Octosporea muscaedomesticae","Microspora","Microsporea (Microsporida)",NA,NA,"Gut"
"271",1,"Pollenia rudis","Octosporea muscaedomesticae","Microspora","Microsporea (Microsporida)",NA,NA,"Gut"
"272",1,"Ceratitis capitata","Octosporea muscaedomesticae","Microspora","Microsporea (Microsporida)",NA,NA,"Intestinal tissue"
"273",1,"Fannia scalaris","Octosporea muscaedomesticae","Microspora","Microsporea (Microsporida)",NA,NA,""
"274",1,"Panstrongylus megistus","Octosporea carlochagasi","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut"
"275",1,"Camptochironomus tentans","Octosporea chironomi","Microspora","Microsporea (Microsporida)",NA,NA,"fat body; body cavity; general infection"
"276",1,"Chaoborus  sp.","Octosporea corethrae","Microspora","Microsporea (Microsporida)",NA,NA,""
"277",1,"Anagasta kuehniella","Octosporea ephestiae","Microspora","Microsporea (Microsporida)",NA,NA,"fat body"
"278",1,"Rhithrogena semicolorata","Octosporea intestinalis","Microspora","Microsporea (Microsporida)",NA,NA,"Mesenteron"
"279",1,"Drosophila confusa","Octosporea monospora","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut"
"280",1,"Drosophila pleurolineata","Octosporea monospora","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut"
"281",1,"Fannia scalaris","Octosporea monospora","Microspora","Microsporea (Microsporida)",NA,NA,"Gut"
"282",1,"Simulium sp.","Octosporea simulii","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut (near Malpighian tubules attachment)"
"283",1,"Tortrix viridana","Octosporea viridanae","Microspora","Microsporea (Microsporida)",NA,NA,"Fat body"
"284",1,"Sciara ocellaris","Octosporea sp.","Microspora","Microsporea (Microsporida)",NA,NA,"Intestine, salivary glands"
"285",1,"Rhynchosciara angelae","Octosporea sp.","Microspora","Microsporea (Microsporida)",NA,NA,"Intestine, salivary glands."
"286",1,"Prosimulium inflatum","Weiseria  laurenti","Microspora","Microsporea (Microsporida)",NA,NA,"Adipose tissue of larva"
"287",1,"Gymnopais sp.","Weiseria sommermanae","Microspora","Microsporea (Microsporida)",NA,NA,""
"288",1,"Ephemerella ignita","Weiseria sp.","Microspora","Microsporea (Microsporida)",NA,NA,""
"289",1,"Bombyx mori","Nosema bombycis","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut; then generalized"
"290",1,"Arctia caja","Nosema bombycis","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut;  then generalized"
"291",1,"Diaphania pyloalis","Nosema bombycis","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut; then generalized"
"292",1,"Chilo suppressalis","Nosema bombycis","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut; then generalized"
"293",1,"Hyphantria cunea","Nosema bombycis","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut; then generalized"
"294",1,"Malacosoma disstria","Nosema bombycis","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut; then generalized"
"295",1,"Gastropacha quercifolia","Nosema bombycis","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut; then generalized"
"296",1,"Thaumetopoea processionea","Nosema bombycis","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut; then generalized"
"297",1,"Pieris brassicae","Nosema bombycis","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut; then generalized"
"298",1,"Lithosia complana","Nosema bombycis","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut; then generalized"
"299",1,"Euplagia quadripunctaria","Nosema bombycis","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut; then generalized"
"300",1,"Eriogaster lanestris","Nosema bombycis","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut; then generalized"
"301",1,"Lasiocampa trifolii","Nosema bombycis","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut; then generalized"
"302",1,"Lasiocampa quercus","Nosema bombycis","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut; then generalized"
"303",1,"Leucoma salicis","Nosema bombycis","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut; then generalized"
"304",1,"Lymantria dispar","Nosema bombycis","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut; then generalized"
"305",1,"Orgyia antiqua","Nosema bombycis","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut; then generalized"
"306",1,"Saturnia pyri","Nosema bombycis","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut; then generalized"
"307",1,"Saturnia pavonia","Nosema bombycis","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut; then generalized"
"308",1,"Laothoe populi","Nosema bombycis","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut; then generalized"
"309",1,"Sphinx ligustri","Nosema bombycis","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut; then generalized"
"310",1,"Dicanura vinula","Nosema bombycis","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut; then generalized"
"311",1,"Catocala elocacta","Nosema bombycis","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut; then generalized"
"312",1,"Catocala nupta","Nosema bombycis","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut; then generalized"
"313",1,"Calamia virens","Nosema bombycis","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut; then generalized"
"314",1,"Autographa gamma","Nosema bombycis","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut; then generalized"
"315",1,"Acronicta americana","Nosema bombycis","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut; then generalized"
"316",1,"Hyalophora cecropia","Nosema bombycis","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut; then generalized"
"317",1,"Schistocerca americana","Nosema acridophagus","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut; fat body; caeca; gonads; pericardial tissues; tissues associated with nervous system"
"318",1,"Aeshna grandis","Nosema aeschnae","Microspora","Microsporea (Microsporida)",NA,NA,"fat body"
"319",1,"Apis mellifera","Nosema apis","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut"
"320",1,"Bombus pascuorum","Nosema bombi","Microspora","Microsporea (Microsporida)",NA,NA,""
"321",1,"Bombus sylvarum","Nosema bombi","Microspora","Microsporea (Microsporida)",NA,NA,""
"322",1,"Apis florea","Nosema bombi","Microspora","Microsporea (Microsporida)",NA,NA,""
"323",1,"Aporia crataegi","Nosema aporivora","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut; fat body; Silk glands; Malpighian tubules; nervous system; muscle"
"324",1,"Brassolis astyra","Nosema astyrae","Microspora","Microsporea (Microsporida)",NA,NA,""
"325",1,"Scea auriflamma","Nosema auriflammae","Microspora","Microsporea (Microsporida)",NA,NA,"Diffuse infiltration"
"326",1,"Baetis sp.","Nosema baetis","Microspora","Microsporea (Microsporida)",NA,NA,"fat body"
"327",1,"Cloeon dipterum","Nosema baetis","Microspora","Microsporea (Microsporida)",NA,NA,""
"328",1,"Cloeon rufulum","Nosema baetis","Microspora","Microsporea (Microsporida)",NA,NA,""
"329",1,"Caenis macura","Nosema baetis","Microspora","Microsporea (Microsporida)",NA,NA,""
"330",1,"Centroptilum luteolum","Nosema baetis","Microspora","Microsporea (Microsporida)",NA,NA,""
"331",1,"Ecdyonurus venosus","Nosema baetis","Microspora","Microsporea (Microsporida)",NA,NA,"fat body"
"332",1,"Nepa cinerea","Nosema bialoviesianae","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut"
"333",1,"Bibio varipes","Nosema bibionis","Microspora","Microsporea (Microsporida)",NA,NA,"Muscle"
"334",1,"Tipula gigantea","Nosema binucleatum","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut"
"335",1,"Tipula lateralis","Nosema binucleatum","Microspora","Microsporea (Microsporida)",NA,NA,""
"336",1,"Choristoneura murinana","Nosema cacoeciae","Microspora","Microsporea (Microsporida)",NA,NA,"fat body"
"337",1,"Cactoblastis cactorum","Nosema cactoblastis","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut; Malpighian tubules of larva; Body fluids of larva and pupa; pupal case; thorax and abdomen contents of adult"
"338",1,"Cactoblastis sp.","Nosema cactorum","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut; Malpighian tubules of larva; Body fluids of larva and pupa; pupal case; thorax and abdomen of adult"
"339",1,"Campoletis perdistinctus  ","Nosema campoletidis","Microspora","Microsporea (Microsporida)",NA,NA,"Generalized infection"
"340",1,"Catolaccus aeneoviridis","Nosema campoletidis","Microspora","Microsporea (Microsporida)",NA,NA,"Generalized infection"
"341",1,"Nonagria cannae","Nosema cannae","Microspora","Microsporea (Microsporida)",NA,NA,""
"342",1,"Cardiochiles nigriceps","Nosema cardiochilis","Microspora","Microsporea (Microsporida)",NA,NA,"Generalized infection"
"343",1,"Cydia pyrivora","Nosema carpocapsae ","Microspora","Microsporea (Microsporida)",NA,NA,""
"344",1,"Archips cerasivorana","Nosema cerasivoranae","Microspora","Microsporea (Microsporida)",NA,NA,"Malpighian tubules; silk glands; midgut; fat body; muscle; epidermis"
"345",1,"Prodiamesa olivacea","Nosema cheisini","Microspora","Microsporea (Microsporida)",NA,NA,"fat body"
"346",1,"Chironomus sp.","Nosema chironomi","Microspora","Microsporea (Microsporida)",NA,NA,"Hindgut"
"347",1,"Coccinella septempunctata","Nosema coccinellae","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut; Malpighian tubules; gonads; nerves; muscle"
"348",1,"Hippodamia tredecimpunctata","Nosema coccinellae","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut; Malpighian tubules; gonads; nerves; muscle"
"349",1,"Myrrha octodecimguttata","Nosema coccinellae","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut; Malpighian tubules; gonads; nerves; muscle"
"350",1,"Colias lesbia","Nosema coliadis","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut"
"351",1,"Cossus cossus","Nosema cossi","Microspora","Microsporea (Microsporida)",NA,NA,"Gut"
"352",1,"Culex pipiens","Nosema culicis","Microspora","Microsporea (Microsporida)",NA,NA,""
"353",1,"Melanoplus confusus","Nosema cuneatum","Microspora","Microsporea (Microsporida)",NA,NA,"fat body; Malpighian tubules; midgut; gonads; nerve tissue; pericardium; gonads; tracheal matrix"
"354",1,"Pityokteines curvidens ","Nosema curvidentis","Microspora","Microsporea (Microsporida)",NA,NA,"fat body; connective tissue"
"355",1,"Cynaeus angustus","Nosema cynaea","Microspora","Microsporea (Microsporida)",NA,NA,"fat body; hemocytes; germaria (adult females)"
"356",1,"Dendroctonus pseudotsugae","Nosema dendroctoni","Microspora","Microsporea (Microsporida)",NA,NA,"fat body; muscle (some); Malpighian tubules"
"357",1,"Phthorimaea operculella","Nosema destructor","Microspora","Microsporea (Microsporida)",NA,NA,"Larva: hemolymph; Malpighian tubules; midgut; silk glands; muscle"
"358",1,"Malacosoma disstria","Nosema disstriae","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut; silk glands; Malpighian tubules; fat body; tracheae; epidermis"
"359",1,"Cadra angulosa","Nosema ephialtis","Microspora","Microsporea (Microsporida)",NA,NA,""
"360",1,"Danaus erippus","Nosema erippi","Microspora","Microsporea (Microsporida)",NA,NA,""
"361",1,"Catopsilia eubule","Nosema eubules","Microspora","Microsporea (Microsporida)",NA,NA,""
"362",1,"Danaus gilippus","Nosema erippi","Microspora","Microsporea (Microsporida)",NA,NA,""
"363",1,"Choristoneura fumiferana","Nosema fumiferanae","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut; fat body; silk glands; gonads; hindgut; epidermis; nerve tissue"
"364",1,"Choristoneura pinus","Nosema fumiferanae","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut, fat body"
"365",1,"Anthonomus grandis","Nosema gasti","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut"
"366",1,"Bracon mellitor","Nosema gasti","Microspora","Microsporea (Microsporida)",NA,NA,""
"367",1,"Gonocephalum hoffmannseggi","Nosema gibbsi","Microspora","Microsporea (Microsporida)",NA,NA,"fat body"
"368",1,"Halesidotis sp.","Nosema halesidotidis","Microspora","Microsporea (Microsporida)",NA,NA,""
"369",1,"Helicoverpa armigera","Nosema heliothidis","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut"
"370",1,"Heliothis virescens","Nosema heliothidis","Microspora","Microsporea (Microsporida)",NA,NA,"Gut; Malpighian tubules; fat body; general infection"
"371",1,"Campoletis perdistinctus  ","Nosema heliothidis","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut"
"372",1,"Plodia interpunctella ","Vairimorpha heterosporum","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut; fat body;  salivary glands, silk glands; muscle"
"373",1,"Hippodamia convergens","Nosema hippodamiae","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut; fat body"
"374",1,"Hydraecia micacea","Nosema hydraeciae","Microspora","Microsporea (Microsporida)",NA,NA,""
"375",1,"Hydria sp.","Nosema hydriae","Microspora","Microsporea (Microsporida)",NA,NA,""
"376",1,"Dione juno","Nosema hydriae","Microspora","Microsporea (Microsporida)",NA,NA,""
"377",1,"Hypera postica","Nosema hyperae","Microspora","Microsporea (Microsporida)",NA,NA,"Larva: Malpighian tubules; fat body; tracheal cells; nerve cord (abdominal); Adults: gonads"
"378",1,"Tehama bonifatella","Nosema infesta","Microspora","Microsporea (Microsporida)",NA,NA,"fat body"
"379",1,"Hylephila phyleus","Nosema infesta","Microspora","Microsporea (Microsporida)",NA,NA,"fat body"
"380",1,"Cadra figulilella","Nosema invadens","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut; Malpighian tubules"
"381",1,"Cadra cautella","Nosema invadens","Microspora","Microsporea (Microsporida)",NA,NA,"Midgut; Malpighian tubules"
